age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
24,4,328316,11,6,4,3,1,0,0,0,40,22,0
27,4,213668,12,2,1,0,4,1,0,0,45,39,1
35,4,58015,11,2,3,0,2,1,0,0,40,6,0
49,5,189472,12,2,10,5,4,0,0,0,40,39,1
45,4,258854,9,0,10,1,2,1,0,0,45,39,0
46,0,298759,0,4,1,1,4,1,0,0,55,39,0
35,2,203349,11,6,3,3,3,1,0,0,7,39,0
22,4,239383,11,4,8,1,4,0,0,0,56,26,0
37,4,233599,11,4,12,3,4,1,0,0,21,39,0
34,4,220186,11,0,5,4,4,0,3213,0,40,39,0
57,4,134751,1,4,12,3,4,1,0,0,40,39,0
39,4,141551,11,2,3,0,4,1,0,1968,40,39,1
19,4,252073,1,2,3,3,4,1,14790,0,40,39,0
23,4,218241,15,2,11,0,4,1,3365,0,40,39,0
45,4,241647,12,2,3,0,4,1,0,0,40,39,0
36,6,129274,11,2,5,0,2,1,0,0,40,31,0
51,6,46593,12,2,4,0,4,1,0,0,40,39,0
55,6,166868,2,2,8,0,4,0,0,0,40,39,0
23,4,174817,15,4,8,2,4,1,0,0,31,39,0
53,4,261724,8,0,14,1,4,0,0,0,33,39,0
37,4,137169,15,0,8,1,2,1,0,0,45,39,0
44,6,308882,15,2,12,0,4,1,0,1982,50,39,0
51,4,453936,3,0,10,4,2,0,0,0,35,26,1
27,4,375795,14,2,2,0,4,1,0,0,40,26,0
45,4,207629,11,2,12,5,2,0,3422,0,40,39,0
46,6,143708,15,2,4,0,4,1,0,0,40,39,1
22,4,204443,11,4,4,1,2,1,0,0,38,39,0
57,7,404013,11,0,1,4,2,0,0,0,40,5,0
47,4,118734,0,2,5,0,4,1,0,0,40,39,1
20,4,198604,15,4,8,3,4,0,0,0,40,39,0
43,4,195179,11,3,13,0,4,1,3272,0,40,39,1
63,5,320560,1,0,10,4,4,0,0,1559,23,39,1
50,4,118374,15,2,4,0,4,1,0,0,20,14,1
26,4,369339,11,2,4,0,4,1,3029,0,60,39,0
37,4,139878,14,2,4,0,4,1,0,0,50,39,0
50,4,146836,12,2,1,0,1,1,0,0,50,39,1
45,2,148554,12,2,5,0,4,1,0,0,55,39,1
27,4,436250,10,0,13,4,4,0,0,0,40,39,0
75,6,27799,11,2,8,4,4,1,0,0,40,39,0
21,4,133456,15,4,13,2,4,1,0,0,40,39,0
57,4,319138,14,2,5,0,4,1,0,0,40,39,0
30,4,367012,11,2,14,0,4,1,0,0,40,39,0
19,4,277352,15,4,7,3,3,1,0,0,54,35,1
65,4,278448,12,2,10,0,4,1,0,1986,40,39,1
45,4,134451,15,2,3,0,4,1,0,0,40,39,1
29,4,29059,15,6,13,1,4,0,0,0,40,39,0
53,5,142018,15,2,1,0,4,1,0,0,45,39,1
46,4,201381,2,2,4,0,4,1,0,0,55,39,0
43,4,204804,11,6,1,4,4,0,0,0,50,39,0
42,6,248348,12,2,10,0,4,1,0,0,55,39,1
29,4,123996,9,0,10,1,4,1,0,0,49,39,1
29,4,58083,12,2,7,0,4,1,0,0,50,39,1
39,4,198893,15,2,1,5,4,0,0,0,40,39,0
25,4,64286,9,4,9,3,4,0,0,0,23,39,0
50,4,314510,9,5,7,4,4,0,0,0,40,39,1
53,1,58464,11,2,12,0,4,1,0,0,50,39,1
69,5,199163,11,0,4,4,1,0,0,0,45,33,1
73,6,116094,15,4,12,3,4,0,0,0,12,39,0
34,2,422561,12,2,12,0,1,1,0,0,40,39,0
33,4,287235,4,2,13,0,4,1,0,0,40,39,1
36,2,209875,5,5,1,4,0,0,0,0,40,39,0
56,4,265255,11,2,7,0,4,1,0,0,34,39,0
50,4,251316,4,5,0,1,4,0,0,0,40,39,0
49,5,188117,9,5,13,4,4,0,0,0,40,39,0
45,4,219509,1,0,7,2,1,0,0,0,40,24,0
35,4,108941,1,4,12,1,4,0,0,0,40,39,0
53,4,21471,9,0,10,1,4,1,0,0,40,39,0
29,6,359703,0,4,4,1,4,1,0,0,50,39,1
56,4,177423,11,3,1,4,4,0,0,0,40,39,1
36,4,301956,11,2,4,0,4,1,0,0,49,39,1
59,4,203265,12,2,4,5,4,0,0,699,40,39,0
33,2,350989,10,4,4,3,2,0,0,0,9,39,0
30,4,179536,11,0,10,4,2,0,0,0,40,39,0
30,2,313753,15,2,4,0,4,1,0,0,29,39,1
31,4,47698,11,2,3,0,4,1,0,0,40,39,0
46,2,147409,11,0,3,1,4,1,0,0,40,39,1
34,4,167959,12,2,13,0,4,1,0,0,60,39,1
34,4,118912,1,2,10,0,4,1,0,0,30,39,1
29,4,185013,0,0,8,1,4,0,0,1649,37,39,0
42,4,219049,15,0,3,1,4,1,0,0,40,39,0
23,4,159416,15,2,7,0,4,1,0,0,40,20,1
18,4,91165,9,4,4,3,4,0,0,0,40,39,0
33,4,316133,11,4,13,1,2,1,0,0,40,39,0
33,4,33677,15,4,5,0,4,1,0,0,40,39,0
50,4,48151,11,2,3,0,4,1,0,0,40,39,0
22,4,212992,1,4,7,3,4,0,0,0,26,39,0
27,4,178565,8,2,3,0,4,1,0,0,45,39,0
22,4,204866,9,4,10,3,4,0,3129,0,45,39,0
30,4,271200,7,4,7,4,4,0,0,1630,45,39,0
37,2,212678,10,0,7,1,4,1,0,0,64,39,0
21,4,75021,3,4,8,3,2,1,0,0,40,27,0
59,4,177618,9,0,10,1,4,0,0,0,55,33,1
43,7,203326,11,0,10,4,2,0,0,0,40,39,0
37,4,68290,12,2,5,0,4,1,0,0,40,33,1
33,4,221188,9,5,11,1,4,0,0,0,40,39,0
55,6,301058,15,0,1,4,4,1,0,0,40,39,0
24,4,155028,11,0,5,4,4,0,25114,1586,8,39,0
36,6,338666,12,0,8,4,4,0,0,0,40,39,0
21,4,100062,8,4,4,1,1,0,0,0,14,26,0
21,4,292154,11,5,8,3,2,0,0,0,31,26,0
45,4,166275,2,2,5,0,4,1,0,0,40,39,1
28,4,238998,11,4,12,3,4,0,0,0,40,39,0
61,4,142583,3,2,12,0,4,1,0,1649,40,39,1
62,0,263715,11,0,10,4,4,0,0,0,40,28,0
74,4,53989,11,2,3,0,4,1,0,0,32,39,0
25,4,55701,11,4,8,1,4,1,0,0,18,39,1
27,4,494823,15,4,7,1,4,0,0,0,40,39,0
56,6,216210,9,6,8,1,4,1,0,0,70,39,0
49,4,224631,11,2,7,0,4,1,0,0,40,39,0
35,4,112044,9,6,10,1,1,0,0,1881,40,39,1
50,4,309140,12,2,5,0,4,1,0,0,60,39,1
35,4,167808,15,2,12,0,4,1,0,0,50,39,1
42,4,235239,10,2,8,0,4,1,0,0,40,39,0
26,4,219621,11,0,1,1,4,0,0,0,59,39,1
43,4,244593,8,2,12,0,4,1,0,0,40,39,1
35,4,38061,15,0,8,4,2,0,0,0,54,39,0
30,4,526491,9,4,12,1,4,0,0,0,32,39,0
21,4,46533,15,4,10,0,4,1,0,0,28,39,0
40,0,167279,10,2,10,5,1,0,0,0,80,39,1
18,4,239126,11,4,12,3,2,0,0,0,40,39,0
47,7,347554,11,0,13,1,4,0,0,0,40,39,0
43,6,180046,8,0,4,3,4,1,0,0,77,39,1
45,4,40926,12,2,10,5,2,0,0,0,82,39,1
28,4,395884,9,6,4,1,4,0,0,0,9,13,1
66,4,178874,9,6,10,4,4,0,0,0,40,39,0
38,4,229546,4,2,10,4,4,0,0,0,40,33,1
21,4,259022,15,4,7,0,4,1,0,0,50,39,0
32,7,464761,1,4,8,4,2,0,0,0,40,19,0
29,4,31527,15,4,5,1,4,1,0,0,45,39,1
61,4,75176,6,0,1,4,4,0,0,0,40,22,0
33,6,45444,5,2,7,0,1,1,0,1888,40,2,0
22,4,31833,15,4,3,3,4,1,0,0,40,39,0
23,4,179995,11,4,8,4,4,0,0,0,35,39,0
53,4,146728,2,0,1,4,4,0,0,0,45,39,0
51,6,119061,11,3,3,2,2,1,3014,0,40,31,0
37,4,47048,4,4,7,2,1,1,0,0,69,4,0
50,4,197563,11,0,5,1,4,1,0,0,40,39,0
53,5,182869,14,2,12,0,4,1,0,0,11,39,1
53,4,222385,9,2,4,0,1,1,0,0,40,0,1
57,4,133551,9,2,10,5,4,1,0,0,40,20,1
28,4,175198,11,2,0,0,4,1,0,0,40,39,0
30,4,207125,15,4,13,2,2,1,0,0,40,9,0
39,4,260735,9,4,10,1,4,0,0,1979,33,39,0
58,4,172576,1,6,8,1,4,0,0,0,40,39,0
28,2,347372,11,4,13,4,4,0,0,0,45,39,0
30,4,57637,9,4,3,1,4,1,0,0,40,39,0
25,4,48089,0,4,14,3,4,0,0,0,19,39,0
30,4,175854,7,3,10,1,4,1,0,0,45,39,0
29,4,161962,0,4,12,3,4,1,0,0,17,39,0
73,4,65639,11,2,10,0,4,1,0,0,40,39,1
54,4,382004,11,2,5,0,4,1,14449,0,40,39,0
35,4,41552,11,4,13,1,4,0,0,0,33,39,0
45,4,87936,11,0,3,2,4,1,7449,0,34,39,0
47,5,359990,11,2,5,0,4,1,0,1892,86,39,1
40,4,125142,15,2,5,0,4,1,0,0,40,39,0
36,1,234878,9,4,8,1,2,1,0,0,40,23,0
45,4,181177,11,4,7,4,4,1,0,0,40,39,0
37,1,31976,9,4,13,1,4,0,0,0,55,39,0
33,4,81049,10,3,7,4,1,0,0,2271,32,39,0
28,4,212478,8,4,9,3,2,0,0,0,40,39,0
52,4,325167,12,2,4,0,1,1,0,0,40,39,1
26,4,206105,11,2,14,0,4,1,0,0,40,39,0
34,5,265865,15,2,3,0,1,1,0,0,40,11,0
23,4,177091,11,2,8,2,4,1,0,0,33,39,0
37,2,127987,9,5,9,1,4,0,0,0,45,39,0
44,0,123250,9,0,8,1,4,1,5836,0,40,2,0
38,4,264304,11,2,7,0,4,1,0,0,77,39,0
24,4,46332,9,5,12,1,4,1,0,0,44,39,0
22,4,163552,7,4,6,3,4,1,0,0,13,39,0
48,6,225979,9,2,10,4,4,1,2725,0,40,39,1
53,4,215649,15,0,7,1,4,1,0,0,35,39,0
21,4,167253,15,4,7,2,4,0,0,0,20,17,0
44,7,353681,11,6,14,0,2,1,0,0,40,37,0
43,7,134907,1,5,1,1,4,0,0,0,40,39,0
41,4,191678,7,2,9,0,2,1,0,0,50,39,1
38,2,124295,11,3,7,4,1,1,0,0,35,8,0
46,4,193145,7,2,10,0,1,1,0,0,45,2,1
58,4,352471,12,2,14,0,4,1,0,0,40,39,0
30,4,198572,11,2,12,0,2,1,0,0,60,39,0
53,7,203481,9,4,4,0,4,1,6234,0,44,39,1
22,4,223994,11,4,13,3,4,0,0,0,12,39,0
42,4,115971,1,0,0,2,4,1,0,0,40,39,0
59,5,323545,12,2,10,0,4,1,7312,0,40,39,1
54,4,193563,9,5,0,1,4,1,0,0,40,39,0
26,4,215754,11,2,3,0,4,1,0,0,45,39,0
71,5,276525,11,2,1,0,4,0,0,0,40,39,0
52,4,300074,8,4,7,3,4,1,0,0,18,39,0
35,4,187434,8,6,7,4,4,0,0,0,34,39,0
38,4,163156,2,0,4,1,4,0,0,0,40,39,0
46,4,49061,15,2,4,0,1,1,0,1887,40,39,1
43,4,165736,11,2,10,5,4,0,0,0,32,39,0
41,4,134701,9,0,1,1,4,1,0,0,40,39,0
51,0,206688,9,6,1,4,4,0,0,0,40,39,0
75,7,406435,5,4,10,4,4,1,0,0,40,26,0
58,4,138511,3,2,10,0,4,1,3411,0,40,39,1
76,4,209708,11,2,4,0,4,1,98085,0,40,39,0
42,4,93924,9,6,10,3,4,0,0,0,45,39,1
28,4,329376,11,2,8,5,1,0,0,0,40,12,0
65,5,189853,11,2,3,0,4,1,0,0,50,39,0
48,5,59102,12,2,8,0,4,1,0,1889,45,39,0
40,4,116020,14,2,10,0,4,1,0,0,49,39,0
29,4,359025,11,0,4,3,4,0,0,0,40,39,0
38,5,285168,10,2,10,0,4,1,0,0,32,39,1
42,4,237445,9,2,12,0,4,1,0,1620,11,39,0
24,4,44650,11,4,10,3,4,0,0,0,40,39,0
55,4,117719,11,2,3,0,4,1,0,0,45,39,1
29,4,149305,15,0,10,4,4,0,0,0,50,39,1
39,4,410305,15,2,12,0,4,0,0,0,55,39,0
26,4,37255,9,4,1,2,4,0,0,0,21,39,1
38,4,392967,13,2,7,4,4,0,0,0,40,0,0
34,4,342318,9,4,1,4,4,0,0,0,45,39,0
33,4,47759,14,2,14,0,4,0,0,0,68,39,0
39,2,156505,15,2,12,5,4,1,0,0,40,39,1
51,4,247476,11,4,4,4,4,0,0,0,40,39,0
21,4,141447,7,4,8,4,4,1,0,0,30,8,0
35,4,149190,15,4,1,1,4,0,0,0,35,39,0
35,4,277286,11,2,7,0,4,1,0,0,20,39,0
41,4,534954,11,0,5,0,4,1,0,0,40,39,0
22,2,41879,11,5,9,4,4,0,0,0,30,39,0
28,4,145914,11,2,3,0,4,1,0,0,40,39,0
69,4,107286,11,5,10,1,4,1,0,0,49,39,1
33,4,218244,11,2,13,0,4,1,14252,0,45,39,1
24,4,32845,11,4,3,3,4,0,0,0,26,39,0
27,4,320288,11,4,12,2,4,0,2815,0,5,39,0
66,4,247217,9,0,10,1,4,1,0,0,45,39,1
34,4,336099,11,5,1,4,2,0,0,0,28,39,0
64,4,190374,15,2,13,0,1,1,0,0,40,33,0
20,4,189618,15,4,8,3,4,1,0,0,27,39,0
48,1,158423,11,4,7,1,4,1,14632,0,50,39,1
45,4,302047,9,4,5,1,4,1,0,0,40,30,0
40,4,107630,14,2,9,0,4,1,0,0,60,32,1
32,4,184418,9,4,7,1,4,1,0,1976,40,39,1
22,4,271622,15,4,4,3,4,0,0,0,13,39,0
24,4,151353,15,4,6,3,4,1,0,0,34,11,0
36,7,180968,9,6,10,1,4,0,0,0,60,39,0
42,6,243435,12,2,4,0,4,1,0,0,50,39,0
60,4,55893,12,6,10,4,4,0,7187,0,40,39,0
44,1,341886,0,2,3,0,4,1,2248,0,60,39,1
21,4,35082,9,6,10,1,4,0,0,0,31,39,0
71,2,221827,8,2,12,0,4,1,24173,0,49,39,1
64,4,202944,9,0,4,1,4,0,0,0,40,39,1
47,4,257421,12,2,1,0,4,1,0,0,66,39,1
31,4,68045,9,6,7,4,4,0,3251,0,34,6,1
44,5,154261,11,0,1,4,2,0,0,0,40,39,0
67,4,228440,9,0,1,4,4,1,3216,1658,35,18,1
62,4,96761,8,2,10,0,4,1,0,0,50,39,1
32,2,215573,11,2,8,4,2,0,0,0,40,39,0
49,3,291010,12,2,1,0,4,1,0,1986,40,39,1
21,4,189889,15,2,12,0,4,1,0,0,32,39,0
37,4,193257,11,2,3,0,4,1,0,0,40,39,1
48,4,166958,1,3,0,4,4,0,0,0,40,1,0
29,0,64702,11,2,14,0,4,1,0,0,40,39,0
35,4,198438,2,4,3,0,4,1,0,0,40,39,1
20,4,134272,11,4,7,2,4,0,0,0,34,36,0
25,4,154249,1,5,8,1,4,0,0,0,22,39,0
40,6,186403,8,2,5,0,4,1,0,0,36,39,1
30,4,445771,15,4,1,4,4,0,0,0,40,11,0
43,5,98317,5,2,7,0,4,1,0,0,60,39,0
40,2,177544,11,2,13,0,4,1,0,0,33,39,0
50,6,182770,15,2,14,0,1,1,0,0,32,22,0
40,4,138393,1,5,8,2,4,1,0,0,40,39,0
20,4,27204,14,4,12,4,4,0,0,744,4,39,0
26,4,299852,9,4,10,1,4,0,0,1515,40,39,1
20,4,92291,15,4,8,3,4,1,0,0,17,39,0
26,4,313001,11,0,13,4,4,1,0,0,36,39,0
57,7,50056,12,0,4,1,4,0,0,0,64,39,0
40,7,303357,11,0,12,1,4,0,0,0,40,39,1
43,4,221626,12,0,13,1,4,1,0,0,33,39,1
32,4,174568,11,2,3,0,4,1,0,0,20,39,0
47,4,142731,8,2,3,0,4,1,0,0,40,39,1
34,4,229312,15,5,4,1,4,1,14579,0,27,39,1
34,4,130991,9,4,4,1,4,1,0,0,40,39,1
33,6,244728,11,2,5,0,2,1,0,0,40,39,0
19,4,303617,11,4,13,1,4,1,0,0,60,26,1
23,4,304950,7,2,12,5,4,1,15184,0,40,17,1
42,4,159057,11,5,8,4,4,0,0,1625,36,39,0
46,2,374164,8,2,7,0,1,1,0,0,40,21,1
35,4,103483,11,2,5,0,4,1,0,0,40,39,0
25,1,115084,9,4,0,1,4,0,0,0,39,39,0
46,4,180682,15,2,9,0,4,1,99863,0,69,39,1
37,6,245302,9,6,12,1,4,0,0,0,22,39,0
47,4,275179,10,5,10,1,4,1,14494,0,45,39,1
48,4,156366,9,2,12,0,1,1,0,0,50,3,1
29,4,33139,1,4,3,1,4,1,0,0,40,39,0
47,4,201827,11,2,1,4,2,0,0,0,40,39,0
44,6,151574,15,2,10,5,4,0,0,1540,34,39,1
26,4,176658,11,2,14,0,2,0,0,0,18,39,0
53,4,118936,11,2,13,0,4,1,3094,0,40,39,0
64,4,183154,14,2,14,5,1,0,0,349,36,39,0
48,4,127764,9,2,10,0,4,1,0,0,40,39,1
42,4,157787,11,2,1,0,1,1,0,0,60,39,0
60,2,207325,15,0,10,1,4,0,0,0,40,39,0
34,0,211316,1,4,10,1,1,0,0,0,40,39,0
34,7,44792,15,6,12,1,2,0,0,0,50,6,0
37,2,187373,11,2,13,0,4,1,0,0,40,39,0
33,4,45301,9,4,10,1,4,0,0,0,49,39,1
48,6,329642,0,2,10,0,4,1,7756,0,50,39,1
29,4,359837,15,4,13,1,4,0,0,0,37,9,0
66,4,222194,3,3,7,0,1,1,3559,0,53,31,1
31,1,338570,1,5,10,1,4,1,0,0,40,39,0
46,4,199525,12,0,10,1,4,1,15041,0,40,39,1
23,4,64486,9,4,1,1,4,1,0,0,45,39,0
42,5,208866,10,0,4,1,4,0,0,0,36,39,1
41,4,120870,12,2,4,5,1,0,0,1984,50,33,0
43,2,233379,12,2,11,0,1,1,0,0,40,39,0
64,4,176610,3,0,10,1,4,1,0,0,50,39,0
27,2,58783,5,6,10,1,2,0,0,0,40,39,0
25,4,32791,9,0,3,1,4,0,0,2286,33,39,0
39,4,136834,8,4,4,1,4,1,0,0,60,39,1
49,1,85783,9,4,10,1,4,0,3031,0,31,39,1
42,4,375329,11,0,8,4,4,0,0,0,21,39,0
49,4,59879,11,5,1,5,2,0,0,0,38,29,0
33,2,394678,2,6,12,4,2,1,0,0,40,39,0
51,2,277821,12,2,10,0,4,1,0,2338,40,31,1
53,7,207946,15,6,10,4,4,0,0,0,13,9,0
21,4,48682,11,0,1,3,4,0,0,0,40,39,0
51,5,233380,11,2,10,0,4,1,0,0,50,39,1
22,4,307011,15,4,7,4,2,1,0,0,45,33,0
21,4,441160,15,4,3,0,4,1,0,0,40,39,0
49,4,171346,11,3,5,4,4,1,3389,0,36,39,0
36,4,147030,9,0,3,1,4,1,0,0,40,36,1
87,4,311319,11,0,4,1,4,1,3200,0,40,39,1
69,1,137186,11,0,10,1,4,1,7328,0,18,39,1
67,2,299641,11,5,10,1,4,0,0,0,40,39,0
27,4,203071,15,4,12,3,4,0,0,0,45,39,0
36,7,61754,9,6,1,1,4,0,3380,0,40,39,1
24,4,262932,9,4,12,1,4,1,14495,0,40,39,1
50,4,179873,10,2,11,0,4,1,3244,0,60,39,0
34,4,254344,9,0,10,1,4,1,0,0,40,39,0
45,4,56497,11,0,13,1,3,0,0,0,40,4,0
26,4,238439,11,4,4,4,4,0,0,0,30,39,0
51,4,171182,11,2,4,0,4,1,0,0,60,39,1
44,4,43107,15,2,1,4,4,0,0,0,35,39,0
58,4,118037,15,2,10,0,1,1,0,1977,40,40,1
20,4,195300,9,4,7,1,4,1,0,0,40,33,1
37,4,219507,11,4,0,1,4,0,0,0,40,39,0
37,4,85606,9,0,8,1,4,1,0,0,40,39,0
60,4,188480,9,4,12,4,4,0,0,0,40,39,1
31,4,26662,15,4,7,1,4,1,0,0,55,39,0
38,2,54671,15,2,3,0,4,1,0,0,40,39,0
23,4,204839,11,4,12,3,4,0,0,0,33,39,0
34,4,88294,9,6,3,1,4,1,2841,0,19,39,1
27,4,208622,15,2,4,0,4,1,0,0,40,39,0
23,4,271061,11,4,7,1,4,0,0,0,55,39,0
31,4,238198,2,4,13,1,4,1,0,0,40,39,0
28,1,136192,9,0,13,1,4,0,0,0,40,39,0
22,4,168440,1,4,11,3,4,0,0,0,40,39,0
24,4,53456,5,4,13,3,4,1,0,0,34,39,0
62,5,114883,0,2,7,0,4,1,0,0,40,39,1
22,4,59764,10,2,4,0,4,1,0,0,40,39,0
47,6,150606,11,4,12,1,4,1,0,0,38,39,0
46,2,55535,11,2,12,0,4,1,0,0,45,39,1
41,4,162770,15,2,10,0,4,1,0,0,55,39,0
51,6,174287,12,2,10,0,4,1,0,1661,50,39,1
21,4,140460,9,4,10,1,4,1,14440,0,45,39,1
55,5,322235,11,2,12,4,2,0,0,0,40,30,1
20,4,259685,0,4,7,3,4,1,0,0,40,39,0
44,4,397643,11,4,13,4,4,0,3050,0,33,39,0
44,4,57143,1,0,10,1,4,0,0,0,50,2,1
19,4,136088,0,4,8,3,4,0,0,0,16,39,0
29,2,58965,8,4,3,0,4,1,0,1885,60,39,0
20,4,186191,11,2,3,0,4,1,0,0,20,39,0
23,4,49399,9,4,1,1,4,0,0,0,33,39,1
25,4,191089,11,2,3,0,4,1,0,0,40,39,0
43,4,168899,11,4,13,1,2,1,3385,0,40,26,0
40,4,159410,11,2,3,0,2,1,2884,0,70,39,0
42,5,515346,11,2,12,2,2,1,0,0,40,39,0
25,4,127062,11,4,13,4,3,0,0,0,34,39,0
22,4,132344,11,4,7,4,2,0,0,0,36,4,0
35,4,182265,11,2,10,0,4,1,0,0,40,39,0
63,1,211635,9,4,1,1,2,0,0,0,40,39,0
25,4,244259,11,4,3,3,4,1,2877,0,49,9,0
44,4,363853,5,0,10,4,1,1,0,0,40,3,1
41,4,352626,15,4,0,2,4,0,0,0,40,39,0
36,4,319844,9,4,4,2,4,1,0,0,45,39,0
46,4,176675,12,4,1,4,4,1,0,0,40,39,0
25,1,301913,9,4,5,4,4,0,0,0,40,39,0
33,4,145332,13,0,13,1,4,1,0,0,60,39,1
47,1,154412,12,2,10,0,4,1,0,0,40,39,0
54,2,475917,15,2,3,0,4,1,0,0,40,39,0
37,4,164324,14,2,8,0,1,1,0,0,40,39,0
34,4,296402,10,2,10,5,4,0,0,0,40,39,1
34,4,212260,11,2,14,0,4,1,0,0,67,39,0
50,4,184677,15,2,10,0,4,1,0,0,40,19,1
44,4,287099,9,2,10,0,2,1,0,1650,50,39,1
29,4,182964,3,4,12,1,1,0,0,0,40,39,0
33,4,216146,15,2,8,4,1,1,0,1978,40,30,0
54,1,135026,8,2,4,0,4,1,0,0,50,39,0
35,7,149751,11,6,12,2,4,0,0,0,40,39,0
48,4,42263,14,2,4,0,4,1,0,0,50,7,1
20,4,209916,11,4,8,1,2,0,3083,0,67,0,0
34,4,241011,11,0,13,4,2,0,0,0,40,39,0
25,6,34322,7,4,12,1,4,0,0,0,12,39,0
28,4,266110,8,0,8,1,4,1,3150,0,44,39,0
35,2,188210,9,5,12,1,4,0,0,0,10,39,0
28,7,270106,15,4,10,4,4,0,0,0,40,39,0
22,7,38834,15,4,4,4,4,0,0,0,19,21,0
51,5,145082,15,2,10,0,4,1,98053,1642,40,39,1
26,4,172604,7,2,5,0,4,1,0,0,40,39,0
27,4,235507,9,4,13,1,4,1,0,1980,40,39,1
38,6,141392,11,2,0,0,2,1,14746,0,60,39,1
22,4,382885,9,4,7,3,4,0,0,2428,17,39,0
53,4,42221,12,2,5,2,4,0,2904,0,40,39,0
26,4,204729,12,4,8,1,4,1,0,0,50,39,0
21,4,187734,4,4,13,1,4,1,0,0,6,39,0
75,6,47157,11,2,5,0,4,1,2863,0,40,39,0
37,2,217862,15,4,14,4,4,0,14593,0,60,39,0
24,4,385649,15,4,3,3,4,1,2529,0,40,39,0
28,4,207481,11,4,3,1,4,0,0,0,40,39,0
24,4,270550,9,2,7,0,4,1,0,0,40,39,0
72,6,167807,11,0,1,5,4,0,0,0,38,39,0
56,6,234760,9,2,4,0,4,1,3801,0,50,39,1
20,4,192319,2,4,6,3,4,1,0,2296,19,39,0
50,2,325788,9,2,1,0,4,1,0,0,55,39,0
34,4,122618,11,2,12,0,2,1,0,0,40,26,0
38,4,152800,15,0,8,1,1,1,0,0,40,23,1
23,4,268484,0,2,4,1,4,0,0,0,27,39,0
20,4,325635,11,4,12,2,4,1,0,0,45,39,0
55,4,85622,11,5,3,4,4,0,0,0,33,39,0
45,4,241933,9,4,1,1,4,0,0,0,40,39,1
53,0,225802,9,0,10,1,4,1,14703,0,49,7,1
30,4,243714,0,2,10,0,4,1,2971,0,50,39,1
28,4,222861,12,6,1,4,4,0,7620,0,29,39,0
23,4,56581,4,4,10,3,4,0,0,0,18,39,0
52,7,252137,0,0,1,4,4,0,0,0,37,39,0
62,4,221439,9,2,10,0,4,1,7672,0,40,39,1
60,2,101485,1,0,10,1,4,1,7015,0,40,39,1
42,4,204697,9,2,5,0,4,1,0,0,50,39,0
22,4,200990,8,4,1,1,4,0,0,0,40,39,0
36,0,155875,12,0,3,4,2,0,0,0,40,2,0
47,4,113242,15,4,8,4,4,1,0,0,40,39,0
28,4,214886,15,6,1,1,4,0,0,0,50,39,0
61,1,118019,0,2,12,0,4,1,0,0,40,39,0
36,4,308925,0,4,3,1,4,1,0,0,50,39,0
30,4,210222,9,5,8,4,4,0,0,0,40,0,0
54,4,221529,9,0,4,1,4,1,0,0,40,39,0
47,5,227625,9,2,1,0,4,1,0,0,45,39,1
39,4,232095,9,4,10,1,4,1,0,0,11,39,0
47,4,227266,12,0,0,4,4,0,0,0,40,39,0
52,4,158594,1,2,9,0,4,1,0,0,40,0,1
35,4,206252,15,2,3,0,4,1,3888,0,40,39,0
20,4,146150,11,5,10,2,2,0,0,0,40,39,0
27,4,171640,11,4,8,1,4,0,0,0,45,39,0
22,1,187949,1,4,8,1,4,0,0,0,40,39,0
34,4,150980,11,4,13,3,4,0,0,0,40,39,1
47,4,162944,11,2,6,0,2,1,0,0,40,39,1
31,4,250064,11,4,14,0,4,1,0,0,65,39,0
42,4,132034,15,0,6,1,4,1,0,0,40,39,0
31,4,32958,15,4,13,3,4,1,0,0,40,39,0
21,4,208519,11,4,6,3,4,1,0,0,72,39,0
35,4,149666,15,2,3,0,4,1,96531,0,49,39,1
20,4,393307,0,4,12,1,4,0,14810,0,40,39,1
29,4,93759,15,4,5,1,4,1,0,0,40,39,0
44,4,506776,15,4,13,1,4,1,0,0,50,39,0
24,4,43584,15,4,13,3,4,0,0,0,31,23,0
35,4,132254,11,2,11,0,4,1,0,0,40,39,0
36,4,39597,11,3,1,4,4,0,0,0,31,39,0
31,4,33921,4,2,14,0,4,1,0,0,54,0,1
63,6,472356,15,2,10,0,4,1,14484,0,50,39,1
51,4,189021,11,0,8,4,2,0,0,0,40,39,0
22,4,74478,12,4,3,3,4,1,0,699,19,39,0
46,4,388524,14,2,7,0,4,1,0,0,40,39,0
56,4,438325,11,2,10,0,4,1,0,0,50,39,1
23,4,132174,11,2,4,0,4,1,0,0,40,39,0
30,2,404125,0,4,14,4,4,1,6961,0,40,39,0
24,4,370052,9,4,0,3,4,0,0,0,35,39,0
25,4,433607,9,4,12,3,4,1,0,733,20,33,1
47,4,34863,15,2,10,0,4,1,24879,1653,50,39,1
41,6,132017,15,2,4,0,4,1,0,1888,55,39,1
27,4,162015,11,4,6,1,4,0,0,0,40,39,0
42,4,195224,11,2,3,0,4,1,0,0,40,0,0
32,4,238092,15,2,7,0,4,1,0,0,20,39,0
30,2,143717,15,4,7,3,4,0,0,0,40,39,0
24,4,242093,9,4,10,3,4,0,0,0,50,39,0
28,4,161050,15,5,12,4,4,0,0,0,40,4,0
41,4,246574,4,2,1,0,4,1,0,0,35,16,0
42,4,307979,0,4,4,0,4,1,0,0,45,39,1
