0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
217,35,196,49,13,11,20,4,5,185,94,76,0,227,221,54,197,46,324,41,103,37,0,105,480,450,0
218,35,196,49,13,11,20,4,5,185,94,76,0,227,221,54,197,46,324,41,103,37,0,105,481,451,0
220,35,196,49,13,11,20,4,5,185,83,86,283,233,224,54,197,46,350,41,103,37,0,105,530,500,0
221,35,196,49,13,11,20,4,5,185,91,77,22,233,218,54,197,46,350,41,103,37,0,105,529,499,0
222,35,196,49,13,11,20,4,5,185,99,95,392,220,235,54,197,46,359,41,103,37,0,106,540,510,0
223,35,196,49,13,11,20,4,5,185,100,94,387,221,234,54,197,46,359,41,103,37,0,106,541,511,0
227,35,196,49,13,11,20,4,5,185,97,79,39,226,226,54,197,46,390,41,103,37,0,106,587,557,0
232,35,196,49,13,11,20,4,5,185,96,97,409,228,236,43,197,5,439,41,103,37,0,106,664,634,0
235,35,196,49,13,11,20,4,5,185,90,81,124,223,225,43,197,5,447,41,103,37,0,106,675,645,0
236,35,196,49,13,11,20,4,5,185,95,77,530,224,223,43,197,5,447,41,103,37,0,106,677,647,0
233,35,196,49,13,11,20,4,5,185,78,76,405,225,212,43,197,5,439,41,103,37,0,106,665,635,0
234,35,196,49,13,11,20,4,5,185,84,75,146,227,214,43,197,5,439,41,103,37,0,106,666,636,0
237,35,196,49,13,11,20,4,5,185,93,78,9,224,223,43,197,5,447,41,103,37,0,106,676,646,0
239,35,196,49,13,11,20,4,5,185,79,73,385,229,213,43,197,5,468,41,103,37,0,106,708,678,0
240,35,196,49,13,11,20,4,5,185,88,96,403,231,233,43,197,5,468,41,103,37,0,106,707,677,0
241,35,196,49,13,11,20,4,5,185,80,88,308,231,217,43,197,5,468,41,103,37,0,106,706,676,0
246,35,196,49,13,11,20,4,5,185,92,84,150,229,228,43,197,5,522,41,103,37,10,115,797,767,0
248,35,196,49,13,11,20,4,5,185,99,92,255,227,230,43,197,5,529,41,103,37,0,106,809,779,0
249,35,196,49,13,11,20,4,5,185,101,91,224,227,231,43,197,5,529,41,103,37,0,106,810,780,0
247,35,196,49,13,11,20,4,5,185,98,93,276,225,232,43,197,5,529,41,103,37,0,106,811,781,0
250,35,196,49,13,11,20,4,5,185,94,85,150,229,229,43,197,5,533,41,103,37,10,115,816,786,0
255,35,196,49,13,11,20,4,5,185,82,87,295,224,219,43,197,5,605,41,103,37,10,115,954,924,0
277,29,196,49,13,11,20,4,5,185,86,83,217,227,221,43,197,5,784,41,103,37,10,122,1359,1350,0
279,29,196,49,13,11,20,4,5,185,83,82,250,227,216,43,197,5,802,41,103,37,10,122,1385,1384,0
261,35,196,49,13,11,20,4,5,185,81,89,304,228,220,43,197,5,655,41,103,37,10,122,1060,1030,0
266,35,196,49,13,11,20,4,5,185,87,81,150,224,219,43,197,5,668,41,103,37,10,122,1081,1051,0
456,42,226,67,6,4,5,1,8,23,235,191,85,24,136,206,50,70,299,41,36,54,1,37,449,419,0
457,42,226,67,6,4,5,1,8,166,172,156,0,0,136,206,50,70,413,5,36,54,1,37,624,594,0
458,42,226,67,6,4,5,1,8,165,253,178,527,28,150,202,93,177,448,5,36,54,1,37,678,648,0
459,42,370,67,0,0,20,1,8,16,239,190,70,73,144,420,197,177,1,41,87,54,1,36,1,0,0
570,29,349,64,10,4,12,2,7,185,453,434,281,338,467,275,197,177,591,39,294,49,5,63,922,892,0
460,29,126,13,2,16,20,2,5,185,281,284,245,160,301,181,197,177,755,45,91,9,4,79,164,1275,0
555,35,127,49,4,0,20,2,6,185,42,42,84,269,69,128,197,19,27,24,183,37,10,149,28,26,0
556,35,127,49,4,0,20,2,6,185,60,66,318,269,87,150,197,19,568,31,157,37,10,111,876,846,0
557,35,127,49,4,0,20,2,6,185,62,67,315,269,87,150,197,19,568,31,157,37,10,111,877,847,0
558,35,127,49,4,0,20,2,6,185,70,66,198,269,93,150,197,19,470,31,157,37,10,111,711,681,0
559,35,127,49,4,0,20,2,6,185,70,64,164,264,89,161,197,19,727,31,157,37,10,111,1220,1191,0
560,35,127,49,4,0,20,2,6,185,67,62,178,264,89,161,197,19,727,31,157,37,10,111,1221,1192,0
561,35,127,49,4,0,20,2,6,185,23,60,469,264,89,161,197,19,727,31,157,37,10,111,1222,1193,0
562,35,127,49,4,0,20,2,6,185,64,63,290,268,83,150,197,19,626,31,157,37,10,111,987,957,0
563,35,127,49,4,0,20,2,6,185,66,64,222,268,89,150,197,19,626,31,157,37,10,111,988,958,0
564,35,127,49,4,0,20,2,6,185,67,65,222,286,91,150,197,19,626,31,157,37,10,111,989,959,0
565,35,127,49,4,0,20,2,6,185,61,66,315,271,84,161,197,19,672,31,157,37,10,111,1119,1089,0
566,35,127,49,4,0,20,2,6,185,62,68,318,270,86,161,197,19,672,31,157,37,10,111,1120,1090,0
567,35,127,49,4,0,20,2,6,185,60,65,315,270,81,161,197,19,672,31,157,37,10,111,1121,1091,0
461,29,218,72,6,4,4,2,5,185,280,284,259,234,300,259,197,177,652,45,177,54,19,56,1055,1025,0
568,18,116,24,0,4,4,2,6,185,283,279,141,279,305,327,151,39,181,39,125,21,10,111,297,267,0
569,18,116,24,0,4,4,2,6,185,283,279,141,279,305,327,151,39,181,39,125,21,10,111,298,268,0
631,24,169,35,0,4,4,2,7,185,452,421,13,335,460,73,197,98,401,39,168,28,19,56,603,573,0
462,29,372,67,7,16,20,2,2,185,300,410,456,365,371,264,197,177,717,45,162,54,21,33,1201,1172,0
463,20,144,26,6,0,20,1,8,392,244,185,36,6,143,220,42,177,576,16,108,22,3,8,897,867,0
464,20,144,26,6,0,20,1,8,391,229,201,142,9,146,42,160,35,506,43,108,22,12,86,772,742,0
465,20,144,26,6,0,20,1,8,375,230,200,129,21,146,89,197,177,646,8,108,22,12,51,1048,1018,0
466,29,144,26,6,0,20,1,8,415,249,195,54,10,146,200,197,177,715,8,108,22,3,8,1321,1312,0
467,29,144,26,6,0,20,1,8,348,243,188,52,16,146,204,197,177,704,16,108,22,3,9,1179,1150,0
468,20,144,26,6,3,20,1,8,337,243,186,47,4,143,80,197,177,215,30,108,22,12,52,341,311,0
469,29,141,26,8,0,20,1,8,392,242,169,0,0,146,108,196,86,741,35,108,22,12,51,1250,1228,0
470,20,142,26,10,0,20,1,8,375,226,204,160,17,136,148,197,177,623,41,108,22,3,9,982,952,0
471,20,144,26,6,2,20,1,8,348,249,186,19,9,158,191,36,145,501,8,108,22,3,8,761,731,0
1294,42,10,67,10,13,7,1,8,423,222,166,556,3,109,486,164,177,676,45,219,54,1,39,1139,1109,0
1295,42,10,67,10,13,7,1,8,423,263,237,252,3,495,486,164,177,676,45,219,54,1,39,1140,1110,0
576,11,328,11,6,4,9,2,7,185,559,556,8,368,37,57,197,177,513,24,53,5,18,70,782,752,0
577,29,44,21,10,4,12,2,7,185,462,430,13,335,458,282,3,79,261,39,80,15,3,10,397,367,0
578,16,44,21,10,4,12,2,7,185,461,429,36,335,469,282,3,79,441,39,80,15,3,8,669,639,0
579,19,129,25,2,0,20,1,8,322,236,193,91,1,144,213,197,152,216,16,24,11,1,20,342,312,0
966,42,317,67,7,14,20,2,5,185,359,344,250,120,371,172,197,107,176,24,261,54,1,99,288,258,0
580,24,171,35,6,4,9,1,8,241,241,187,54,8,142,229,21,74,690,43,168,28,19,54,1161,1131,0
581,24,151,43,6,14,20,2,7,185,454,439,305,335,470,450,157,5,314,24,114,29,20,57,463,433,0
582,24,169,35,6,14,20,0,8,185,557,21,450,117,42,225,197,169,627,3,180,28,20,49,990,960,0
583,38,133,58,3,0,20,1,8,94,231,198,123,3,144,195,22,142,126,16,13,10,1,16,226,196,0
584,38,133,58,3,0,20,1,8,95,231,199,125,2,147,212,30,144,199,16,7,10,1,16,322,292,0
585,29,133,58,2,0,20,1,8,99,249,176,531,7,132,361,92,33,490,16,254,54,3,8,743,713,0
571,11,243,11,6,4,12,2,7,185,423,416,346,316,445,316,197,177,386,24,61,5,18,62,582,552,0
572,11,243,11,6,4,12,2,7,185,415,423,376,316,445,316,197,177,386,24,61,5,18,62,583,553,0
573,11,233,11,6,4,18,2,7,185,295,288,265,298,332,473,197,177,584,24,61,5,18,62,911,881,0
586,29,375,35,6,4,12,2,7,185,341,333,271,307,350,429,197,122,698,45,307,28,2,44,1171,1141,0
587,24,375,35,6,16,20,2,7,185,407,417,377,325,433,405,197,122,669,45,307,28,2,44,1099,1056,0
588,24,375,35,6,16,20,2,7,185,407,402,346,326,420,405,197,122,669,45,307,28,2,44,1096,1053,0
589,42,134,72,2,0,20,1,8,397,244,186,46,0,146,122,197,116,358,16,219,54,3,8,539,509,0
590,24,177,35,0,16,20,2,7,185,440,420,268,342,455,448,197,177,556,3,137,28,19,54,858,828,0
591,29,177,35,0,16,20,2,7,185,368,354,290,117,377,2,197,119,787,3,137,28,19,54,1364,1355,0
592,42,101,15,6,14,20,2,5,185,367,349,61,102,374,11,197,71,4,5,85,24,1,134,5,3,0
593,29,377,58,0,16,20,2,7,185,388,396,373,316,396,1,197,177,636,45,311,46,2,44,1024,990,0
574,44,26,77,2,0,20,1,8,102,237,193,85,1,143,118,197,177,487,16,80,10,3,8,739,709,0
575,44,26,77,2,0,20,1,8,315,242,189,59,6,150,215,49,177,569,16,219,54,3,9,879,849,0
594,24,37,35,6,4,12,2,7,185,322,307,139,295,324,470,197,177,309,39,167,28,19,56,461,431,0
595,24,37,35,6,4,12,2,7,185,322,307,139,296,324,63,197,177,435,39,171,28,19,56,660,630,0
596,24,37,35,6,4,12,2,7,185,386,361,39,314,386,63,197,177,518,39,171,28,19,56,792,762,0
597,24,37,35,6,4,18,2,7,185,347,324,15,305,348,63,197,177,537,39,171,28,19,56,821,791,0
598,24,37,35,6,4,18,2,7,185,344,324,77,308,347,63,197,177,594,39,168,28,19,56,928,898,0
599,24,37,35,6,4,12,2,7,185,347,332,192,308,347,63,197,177,594,39,168,28,19,56,929,899,0
600,29,37,35,6,4,18,2,7,185,345,321,0,308,347,63,197,177,717,39,168,28,19,56,1203,1174,0
601,29,37,35,6,4,12,2,7,185,346,325,62,308,359,63,197,177,724,39,168,28,19,56,1215,1186,0
1243,42,239,67,10,4,6,0,4,185,20,258,513,206,237,266,197,177,303,45,193,54,21,37,454,424,0
1252,42,239,67,10,4,6,0,4,185,21,259,513,213,237,282,197,177,365,45,193,55,21,20,547,517,0
1299,42,239,67,10,4,6,0,4,185,131,261,505,205,240,282,197,177,707,45,193,54,21,20,1185,1156,0
602,29,136,77,2,0,20,1,8,362,231,198,123,8,144,100,186,177,28,11,146,54,1,15,29,27,0
603,29,136,77,2,0,20,1,8,76,230,199,127,8,146,102,186,177,36,11,146,54,0,102,37,35,0
604,29,136,77,2,0,20,1,8,274,229,200,137,9,143,103,186,177,40,11,146,54,1,13,41,39,0
605,29,136,77,2,0,20,1,8,60,187,159,87,6,102,101,186,177,48,11,146,54,3,5,51,49,0
606,29,136,77,2,0,20,1,8,290,236,193,91,4,143,93,188,78,69,11,146,54,3,5,98,96,0
607,44,136,77,2,0,20,1,8,360,239,189,67,88,144,396,197,26,266,16,80,14,1,20,405,375,0
608,44,136,77,2,0,20,1,8,123,240,190,67,89,147,371,197,26,286,16,80,14,16,155,427,397,0
609,44,136,77,2,0,20,1,8,180,242,188,54,106,146,397,197,26,384,16,80,14,0,106,576,546,0
610,44,136,77,2,0,20,1,8,357,251,180,543,6,149,410,145,26,641,16,31,54,0,106,1041,1011,0
611,44,136,77,2,0,20,1,8,124,251,179,533,3,136,413,132,26,718,16,31,54,0,106,1204,1175,0
612,44,136,77,2,0,20,1,8,276,247,173,0,0,146,412,197,41,742,16,31,54,0,106,1251,1229,0
613,20,144,26,6,4,9,1,8,416,247,183,18,0,146,175,26,86,213,8,102,22,3,8,338,308,0
614,20,144,26,6,0,20,1,8,377,231,199,125,4,146,155,9,88,175,8,102,22,3,2,287,257,0
615,20,144,26,6,4,9,1,8,390,249,181,2,22,145,106,197,177,619,45,102,22,3,9,977,947,0
616,20,144,26,6,0,20,1,8,394,244,186,46,3,146,193,197,130,288,8,102,22,3,10,431,401,0
617,20,144,26,6,0,20,1,8,414,228,201,145,4,144,187,25,177,328,45,108,22,3,9,490,458,0
618,20,144,26,6,0,20,1,8,374,277,263,1,3,147,111,197,85,344,8,108,22,12,53,519,489,0
619,13,103,16,6,14,20,0,1,185,425,71,523,167,206,266,134,63,200,21,16,27,0,102,323,293,0
632,42,270,67,2,0,20,1,8,366,243,186,47,4,144,251,84,174,161,16,36,54,0,102,271,241,0
633,42,158,67,2,0,20,1,8,3,250,179,543,2,144,383,197,15,246,11,80,52,0,102,375,345,0
634,42,270,67,2,0,20,1,8,115,245,185,29,3,146,134,197,177,346,16,219,54,3,8,522,492,0
635,44,158,67,2,0,20,1,8,331,243,186,47,0,145,280,64,21,148,20,13,10,3,6,255,225,0
636,42,158,67,2,0,20,1,8,117,238,190,71,2,141,386,108,177,433,18,254,54,1,13,658,628,0
637,42,159,67,2,0,20,1,8,397,243,188,52,5,148,143,197,115,436,19,219,54,0,156,661,631,0
638,42,158,67,2,0,20,1,8,129,250,181,555,7,155,132,197,113,446,16,219,54,0,106,674,644,0
639,42,158,67,2,0,20,1,8,364,237,194,91,3,148,382,105,177,487,18,254,54,3,8,740,710,0
640,42,158,67,2,0,20,1,8,276,242,187,52,1,145,206,197,177,523,16,219,54,0,151,798,768,0
641,42,158,67,2,0,20,1,8,268,235,191,85,13,137,385,197,41,560,16,254,54,16,151,862,832,0
642,42,270,67,2,0,20,1,8,116,252,178,529,6,147,325,125,41,150,16,36,54,3,8,257,227,0
643,42,158,67,2,0,20,1,8,365,247,180,4,2,139,411,123,56,569,20,254,54,3,9,878,848,0
644,42,158,67,2,0,20,1,8,128,241,201,101,6,165,400,139,177,570,16,36,54,16,155,880,850,0
645,42,158,67,2,0,20,1,8,372,248,182,6,3,147,417,197,177,546,20,38,54,0,102,843,813,0
646,29,158,67,2,0,20,1,8,307,248,187,25,3,157,206,46,177,579,17,219,54,0,110,904,874,0
647,29,158,67,2,0,20,1,8,312,245,183,23,2,146,277,197,15,380,18,254,54,3,9,570,540,0
747,24,158,67,2,0,20,1,8,340,246,184,23,2,146,196,70,127,42,8,36,54,1,16,43,41,0
648,29,158,67,2,0,20,1,8,119,252,178,529,9,147,431,197,177,780,16,36,54,3,8,1355,1346,0
649,29,158,67,2,0,20,1,8,174,243,183,29,3,134,418,197,177,692,16,254,54,3,9,1163,1133,0
650,29,158,67,2,0,20,1,8,174,180,222,364,1,119,427,197,177,804,23,254,54,0,102,1390,1389,0
651,29,158,67,2,0,20,1,8,306,244,201,91,10,146,213,197,177,740,16,254,54,3,8,1247,1225,0
652,42,158,67,2,0,20,1,8,295,241,188,59,3,145,153,109,175,54,16,99,54,0,105,63,61,0
653,29,158,67,2,0,20,1,8,275,242,187,52,1,144,240,38,99,11,38,99,54,3,5,12,10,0
654,29,158,67,2,0,20,1,8,334,243,186,47,2,146,240,38,99,14,16,153,54,3,6,15,13,0
655,42,270,67,2,0,20,1,8,269,241,188,59,2,144,235,87,177,92,16,254,54,0,105,150,148,0
656,29,158,67,2,0,20,1,8,125,242,187,52,1,144,222,95,118,84,13,146,54,3,3,130,128,0
657,42,270,67,2,0,20,1,8,128,249,182,4,1,150,242,82,176,139,16,95,54,16,155,242,212,0
658,42,158,67,2,0,20,1,8,86,242,188,54,1,148,321,77,6,162,11,146,54,1,16,272,242,0
659,42,158,67,2,0,20,1,8,358,242,187,52,2,146,321,77,164,166,11,254,54,3,5,276,246,0
660,42,158,67,2,0,20,1,8,104,240,192,71,2,152,321,77,166,183,11,254,54,3,5,301,271,0
661,42,158,67,2,0,20,1,8,356,249,179,552,1,143,312,103,164,179,11,254,54,0,105,295,265,0
662,42,158,67,2,0,20,1,8,91,235,195,101,1,148,321,79,6,188,11,254,54,3,5,306,276,0
663,42,158,67,2,0,20,1,8,361,242,186,50,1,143,321,75,150,196,11,254,54,3,5,319,289,0
664,42,158,67,2,0,20,1,8,92,237,193,85,2,146,313,78,6,209,11,254,54,3,5,334,304,0
665,20,158,67,2,0,20,1,8,393,236,194,93,16,147,143,12,63,102,8,6,10,24,74,191,161,0
666,29,158,67,2,0,20,1,8,311,263,235,243,5,176,183,20,117,498,16,219,54,3,8,756,726,0
667,42,220,43,6,14,20,2,5,185,288,286,286,158,303,486,197,177,94,25,37,32,0,102,154,152,0
668,42,217,67,6,14,20,0,1,185,417,149,500,80,280,304,197,177,392,45,219,54,7,100,589,559,0
669,42,162,67,8,0,20,2,6,185,508,487,33,274,3,444,159,1,49,43,173,54,0,105,53,51,0
670,11,162,67,8,0,20,2,6,185,508,487,33,274,3,444,159,1,95,43,173,54,18,62,184,154,0
671,42,162,67,8,0,20,2,6,185,508,487,33,274,3,444,159,1,49,43,173,54,0,105,52,50,0
672,42,162,67,8,0,20,2,6,185,508,488,55,274,3,444,159,1,49,43,173,54,0,105,54,52,0
673,11,162,67,8,0,20,2,6,185,479,452,35,275,483,444,159,1,106,43,173,54,18,62,195,165,0
674,42,162,67,8,0,20,2,6,185,508,487,33,274,3,444,159,1,50,43,173,54,21,34,55,53,0
675,42,162,67,8,0,20,2,6,185,508,487,33,274,3,444,159,1,50,43,173,54,21,34,56,54,0
676,42,162,67,8,0,20,2,6,185,508,487,33,274,3,444,159,1,60,43,173,54,21,34,71,69,0
677,11,162,67,8,0,20,2,6,185,508,487,33,274,3,444,159,1,95,43,173,54,18,62,183,153,0
678,11,162,67,8,0,20,2,6,185,507,488,73,274,3,444,159,1,106,43,173,54,18,62,196,166,0
679,42,162,67,8,0,20,2,6,185,508,487,33,274,3,444,159,1,53,43,173,54,21,34,62,60,0
680,42,162,67,8,0,20,2,6,185,508,487,33,274,3,444,159,1,53,43,173,54,21,34,61,59,0
681,42,162,67,8,0,20,2,6,185,508,487,33,274,3,444,159,1,53,43,173,54,21,34,59,57,0
682,11,162,67,8,0,20,2,6,185,508,488,55,274,3,444,159,1,86,43,173,54,18,62,138,136,0
683,42,162,67,8,0,20,2,6,185,508,487,33,274,3,444,159,1,58,43,173,54,0,105,68,66,0
684,42,162,67,8,0,20,2,6,185,508,487,33,274,3,444,159,1,58,43,173,54,0,105,69,67,0
685,42,162,67,8,0,20,2,6,185,508,487,33,274,3,444,159,1,58,43,173,54,0,105,67,65,0
686,42,162,67,8,0,20,2,6,185,508,487,33,274,3,444,159,1,60,43,173,54,21,34,74,72,0
687,42,162,67,8,0,20,2,6,185,508,487,33,274,3,444,159,1,60,43,173,54,21,34,72,70,0
688,42,162,67,8,0,20,2,6,185,508,487,33,274,3,444,159,1,60,43,173,54,21,34,73,71,0
689,42,162,67,8,0,20,2,6,185,508,487,33,274,3,444,159,1,64,43,173,54,21,34,82,80,0
690,42,162,67,8,0,20,2,6,185,508,487,33,274,3,444,159,1,64,43,173,54,21,34,81,79,0
691,42,162,67,8,0,20,2,6,185,508,487,33,274,3,444,159,1,64,43,173,54,21,34,80,78,0
692,11,162,67,8,0,20,2,6,185,508,487,33,274,3,444,159,1,66,43,173,54,18,62,85,83,0
693,42,162,67,8,0,20,2,6,185,508,487,33,274,3,444,159,1,64,43,173,54,21,34,79,77,0
694,42,162,67,8,0,20,2,6,185,508,487,33,274,3,444,159,1,67,43,173,54,21,34,86,84,0
695,42,162,67,8,0,20,2,6,185,508,487,33,274,3,444,159,1,53,43,173,54,21,34,60,58,0
696,42,162,67,8,0,20,2,6,185,508,488,55,274,3,444,159,1,67,43,173,54,21,34,87,85,0
697,42,162,67,8,0,20,2,6,185,508,487,33,274,3,444,159,1,67,43,173,54,21,34,88,86,0
698,42,162,67,8,0,20,2,6,185,508,487,33,274,3,444,159,1,45,43,173,54,21,34,49,47,0
699,42,162,67,8,0,20,2,6,185,508,488,55,274,3,444,159,1,72,43,173,54,21,34,104,102,0
700,11,162,67,8,0,20,2,6,185,508,487,33,274,3,444,159,1,75,43,173,54,18,62,108,106,0
701,42,162,67,8,0,20,2,6,185,508,487,33,274,3,444,159,1,72,43,173,54,21,34,101,99,0
702,42,162,67,8,0,20,2,6,185,508,487,33,274,3,444,159,1,72,43,173,54,21,34,105,103,0
703,42,162,67,8,0,20,2,6,185,508,487,33,274,3,486,159,1,72,43,173,54,21,34,103,101,0
704,42,162,67,8,0,20,2,6,185,508,487,33,274,3,444,159,1,76,43,173,54,21,34,110,108,0
705,42,162,67,8,0,20,2,6,185,508,487,33,274,3,444,159,1,72,43,173,54,21,34,102,100,0
706,42,162,67,8,0,20,2,6,185,508,487,33,274,3,444,159,1,76,43,173,54,21,34,111,109,0
707,42,162,67,8,0,20,2,6,185,508,487,33,274,3,444,159,1,76,43,173,54,21,34,112,110,0
708,42,162,67,8,0,20,2,6,185,508,488,55,274,3,444,159,1,76,43,173,54,21,34,113,111,0
709,42,162,67,8,0,20,2,6,185,508,488,55,274,3,444,159,1,46,43,173,54,21,34,48,46,0
710,42,162,67,8,0,20,2,6,185,508,487,33,274,3,444,159,1,76,43,173,54,21,34,114,112,0
711,11,162,67,8,0,20,2,6,185,508,487,33,274,3,444,159,1,75,43,173,54,18,62,109,107,0
712,42,162,67,8,0,20,2,6,185,508,487,33,274,3,444,159,1,77,43,173,54,0,105,115,113,0
713,42,162,67,8,0,20,2,6,185,508,487,33,274,3,444,159,1,77,43,173,54,0,105,116,114,0
714,42,162,67,8,0,20,2,6,185,508,487,33,274,3,444,159,1,77,43,173,54,0,105,117,115,0
715,42,162,67,8,0,20,2,6,185,508,487,33,274,3,444,159,1,77,43,173,54,0,105,118,116,0
716,42,162,67,8,0,20,2,6,185,508,487,33,274,3,444,159,1,77,43,173,54,0,105,119,117,0
717,42,162,67,8,0,20,2,6,185,508,487,33,274,3,444,159,1,77,43,173,54,0,105,120,118,0
718,42,162,67,8,0,20,2,6,185,508,487,33,274,3,444,159,1,45,43,173,54,21,34,47,45,0
719,42,162,67,8,0,20,2,6,185,508,487,33,273,3,444,159,1,81,43,173,54,21,34,124,122,0
720,42,162,67,8,0,20,2,6,185,508,487,33,274,3,444,159,1,81,43,173,54,21,34,125,123,0
721,42,162,67,8,0,20,2,6,185,494,474,56,275,492,444,159,1,81,43,173,54,21,34,126,124,0
722,42,162,67,8,0,20,2,6,185,508,487,33,274,3,444,159,1,81,43,173,54,21,34,127,125,0
723,11,162,67,8,0,20,2,6,185,508,488,55,274,3,444,159,1,86,43,173,54,18,62,139,137,0
724,42,162,67,8,0,20,2,6,185,508,488,55,274,3,444,159,1,88,43,173,54,21,34,144,142,0
725,42,162,67,8,0,20,2,6,185,508,487,33,274,3,444,159,1,45,43,173,54,21,34,46,44,0
726,42,162,67,8,0,20,2,6,185,508,487,33,274,3,444,159,1,88,43,173,54,21,34,143,141,0
727,42,162,67,8,0,20,2,6,185,508,487,33,274,3,444,159,1,88,43,173,54,21,34,142,140,0
728,42,162,67,8,0,20,2,6,185,508,487,33,274,3,444,159,1,88,43,173,54,21,34,141,139,0
729,42,162,67,8,0,20,2,6,185,508,487,33,274,3,444,159,1,93,43,173,54,21,34,153,151,0
730,42,162,67,8,0,20,2,6,185,508,487,33,274,3,444,159,1,93,43,173,54,21,34,152,150,0
731,42,162,67,8,0,20,2,6,185,508,488,55,274,3,444,159,1,93,43,173,54,21,34,151,149,0
732,42,162,67,8,0,20,2,6,185,509,486,551,274,3,444,159,1,177,43,173,54,21,33,290,260,0
733,42,162,67,8,0,20,2,6,185,492,475,154,274,492,444,159,1,177,43,173,54,21,33,289,259,0
734,42,162,67,8,0,20,2,6,185,506,489,153,274,3,444,159,1,177,43,173,54,21,33,291,261,0
735,42,162,67,8,0,20,2,6,185,508,487,33,274,3,444,159,1,177,43,173,54,21,33,292,262,0
736,42,162,67,8,0,20,2,6,185,493,476,154,276,492,444,159,1,177,43,173,54,21,33,293,263,0
737,42,162,67,8,0,20,2,6,185,509,486,551,274,3,444,159,1,191,43,173,54,10,112,309,279,0
738,42,162,67,8,0,20,2,6,185,495,473,11,274,492,444,159,1,191,43,173,54,10,112,310,280,0
621,42,231,67,6,14,20,2,7,185,414,415,360,321,432,126,197,177,615,21,151,54,21,60,969,939,0
622,20,144,26,6,12,20,1,8,348,207,227,309,99,136,45,165,50,616,8,102,22,12,81,970,940,0
623,20,144,26,6,12,20,1,8,348,200,232,327,116,150,48,166,50,658,8,102,22,12,81,1063,1033,0
624,29,144,26,6,12,20,1,8,392,196,226,325,135,126,45,162,50,691,8,102,22,12,98,1162,1132,0
625,29,144,26,6,12,20,1,8,209,201,215,291,115,118,45,162,46,726,8,102,22,12,95,1218,1189,0
626,29,144,26,6,12,20,1,8,209,200,228,322,101,137,45,162,46,779,8,102,22,12,98,1354,1345,0
627,29,143,26,6,12,20,1,8,310,202,228,320,149,149,45,162,46,790,8,101,22,12,98,1367,1358,0
628,29,143,26,6,12,20,1,8,228,241,187,54,148,141,45,162,46,796,8,101,22,12,81,1379,1370,0
629,20,144,26,6,4,12,2,7,185,536,524,94,360,15,35,197,20,229,39,102,22,12,90,358,328,0
630,29,138,64,0,16,20,2,7,185,481,459,183,349,485,1,197,177,424,3,106,49,12,81,645,615,0
749,16,214,71,6,4,4,2,5,185,34,36,184,235,63,381,155,123,379,39,282,10,21,33,569,539,0
750,29,214,71,6,4,4,2,5,185,32,35,282,235,61,381,155,123,778,39,282,10,21,50,1353,1344,0
739,24,315,35,2,0,20,1,8,224,239,191,71,43,146,290,72,177,307,16,146,54,3,8,458,428,0
740,24,315,35,2,0,20,1,8,207,251,179,533,1,147,231,61,147,145,16,146,54,3,5,252,222,0
741,24,315,35,2,0,20,1,8,223,247,181,6,5,139,297,197,177,555,16,146,54,3,9,853,823,0
742,29,315,35,2,0,20,1,8,256,268,240,175,2,181,297,197,177,797,16,254,54,1,50,1380,1371,0
743,24,315,35,2,0,20,1,8,226,245,184,25,1,145,180,23,127,65,8,36,54,3,2,83,81,0
744,24,315,35,2,0,20,1,8,256,255,184,543,1,146,138,39,93,182,6,36,54,3,5,299,269,0
745,24,315,35,2,0,20,1,8,222,167,262,483,7,121,168,16,127,98,14,36,54,1,16,187,157,0
746,24,315,35,2,0,20,1,8,237,243,187,50,1,146,290,197,177,294,8,146,54,16,155,439,409,0
748,24,315,35,2,0,20,1,8,243,247,184,19,4,148,266,197,177,420,16,146,54,3,8,637,607,0
751,29,49,11,2,4,12,2,7,185,432,413,296,332,447,265,197,177,757,45,51,5,5,63,1299,1286,0
752,20,140,26,0,4,12,2,5,185,542,544,307,95,24,181,197,80,525,3,107,22,12,81,801,771,0
755,29,51,11,6,16,20,2,7,185,351,336,263,305,357,31,197,177,748,45,56,5,18,72,1263,1242,0
756,20,144,26,6,4,9,1,8,376,250,179,543,4,144,8,154,129,198,31,102,22,12,101,321,291,0
757,29,175,37,6,4,12,2,7,185,496,476,34,353,493,467,197,20,662,42,9,10,3,150,1068,1038,0
758,29,175,37,6,4,12,2,7,185,406,393,297,326,411,81,197,128,669,41,267,50,2,44,1082,1052,0
759,25,168,37,2,0,20,1,8,398,253,178,527,3,149,32,197,177,506,8,130,37,0,108,774,744,0
760,29,168,37,2,0,20,1,8,352,251,179,533,12,144,486,197,130,661,16,282,26,0,108,1067,1037,0
761,29,251,54,0,4,12,2,3,185,358,344,257,74,370,461,197,177,772,45,200,42,12,96,1331,1322,0
1244,42,239,67,10,4,12,2,2,185,158,4,486,321,403,79,7,177,284,39,143,54,21,146,424,394,0
1270,42,239,67,10,4,12,2,2,185,104,0,487,316,403,79,7,177,491,39,143,54,21,38,746,716,0
1287,42,239,67,10,4,12,2,2,185,157,558,485,316,414,79,7,177,622,39,143,54,21,38,980,950,0
368,24,235,35,6,16,20,1,8,250,245,182,19,3,140,391,197,177,322,45,168,28,19,56,478,448,0
