Feature_0,Feature_1,Feature_2,Feature_3,Feature_4
0.9988407,0.99860424,0.9726624,-0.9919002,0.9962933
0.9983366,0.9981254,0.9690098,-0.98854977,0.99456745
0.99932873,0.9990607,0.978308,-0.99324167,0.99676234
0.99872386,0.99848646,0.9730247,-0.9893425,0.99603724
0.99948263,0.99939054,0.9859503,-0.9948215,0.9982314
0.9966941,0.9959753,0.9468611,-0.98082125,0.98955315
0.9988193,0.9983317,0.9695792,-0.9898395,0.9949042
0.9986671,0.99819875,0.9698378,-0.99093443,0.99541706
0.9995251,0.9992969,0.98478323,-0.99480885,0.99789226
0.9976314,0.99745494,0.9607704,-0.98719877,0.99375314
0.9946928,0.9940166,0.9345866,-0.97558933,0.98663163
0.99849665,0.9980819,0.9709012,-0.988977,0.99457544
0.99922097,0.9987924,0.9777586,-0.9926891,0.9965639
0.99892825,0.9985453,0.97213817,-0.9912462,0.99581116
0.9997007,0.9995702,0.9831887,-0.9966009,0.9983807
0.9965226,0.99556845,0.947205,-0.9818928,0.9897964
0.99961007,0.9995142,0.98684716,-0.9957549,0.9984655
0.99864995,0.9985601,0.976804,-0.99109,0.99601454
0.99763733,0.9974702,0.96273077,-0.9846562,0.9931956
0.9995306,0.9994857,0.9851389,-0.99500227,0.99842674
0.9996311,0.99953246,0.985292,-0.99630755,0.9983977
0.99736166,0.99713624,0.9610506,-0.9861071,0.99313873
0.9987865,0.9985465,0.970275,-0.9912279,0.9957257
0.9994289,0.99930894,0.9796281,-0.99452966,0.99774903
0.9995622,0.99934995,0.983406,-0.9955,0.9978279
0.999057,0.9987278,0.9788168,-0.99214303,0.99642676
0.9994411,0.9993177,0.98147184,-0.99488443,0.99766845
0.99837565,0.99812764,0.96435744,-0.99023813,0.99492997
0.9996797,0.99956536,0.98540866,-0.99641365,0.9986823
0.9936382,0.9928498,0.93793434,-0.9688935,0.9843345
0.99938434,0.99915385,0.9816434,-0.9942028,0.9969878
0.9925161,0.99005455,0.9196721,-0.9662514,0.98005044
0.9995849,0.99940026,0.9857379,-0.99531543,0.99836814
0.995561,0.99478817,0.9437599,-0.97776854,0.9886047
0.9987658,0.99833226,0.97064805,-0.98984915,0.9951948
0.99522287,0.9943739,0.9383316,-0.9785857,0.9878487
0.99913067,0.9988576,0.97821105,-0.99231905,0.9968955
0.9985672,0.9984356,0.97036797,-0.99123013,0.99553645
0.99984634,0.9997831,0.9913193,-0.997834,0.9990252
0.9977107,0.99712366,0.9631825,-0.9838677,0.99183315
0.9968336,0.9965789,0.95520294,-0.98011684,0.9908431
0.9976722,0.99729586,0.9597791,-0.98510706,0.993179
0.9979471,0.99754965,0.96555895,-0.9866017,0.9939404
0.999961,0.99993634,0.99633235,-0.9992224,0.9997249
0.99906766,0.99893236,0.9782094,-0.9931603,0.9970256
0.99652004,0.9960061,0.95190173,-0.97788763,0.9904465
0.9992702,0.999079,0.97925484,-0.9929134,0.99755293
0.9986934,0.99843466,0.97321266,-0.9896561,0.99561125
0.99925715,0.99881923,0.97406816,-0.9925684,0.9966985
0.9980405,0.99764407,0.9618164,-0.9888756,0.99368584
0.9988799,0.9984681,0.9708856,-0.9925006,0.9955923
0.9976677,0.99771565,0.969961,-0.9877967,0.9933369
0.998459,0.997972,0.9620944,-0.98938787,0.99443007
0.99795383,0.99703234,0.95908064,-0.9857273,0.9930979
0.9993228,0.99920034,0.9812566,-0.9942701,0.99741244
0.9983704,0.99786973,0.96810544,-0.98909813,0.9947267
0.999942,0.999912,0.99464065,-0.99891716,0.999649
0.9925008,0.99211246,0.92763674,-0.96840197,0.98317534
0.9999603,0.9999304,0.9964581,-0.9990863,0.99970657
0.99922025,0.9990482,0.9764024,-0.9942204,0.9972123
0.99983853,0.9997407,0.9903749,-0.9976115,0.99920106
0.9992898,0.9989537,0.9808326,-0.993699,0.997036
0.99952716,0.9993982,0.98371106,-0.994629,0.997942
0.9978797,0.9974299,0.9652948,-0.9869286,0.9937036
0.9985605,0.9982667,0.9668497,-0.9902868,0.9952963
0.99944794,0.99928194,0.98083025,-0.99569714,0.9975404
0.9986797,0.9984987,0.9732032,-0.9886868,0.99597156
0.9988932,0.99859077,0.9732609,-0.99214447,0.995827
0.9969383,0.9969314,0.95871365,-0.98329824,0.9918633
0.9963111,0.99583346,0.9486108,-0.9811616,0.99034667
0.9984235,0.9979517,0.963786,-0.9904868,0.9948697
0.999449,0.9992946,0.9827839,-0.99442375,0.99777615
0.9980041,0.99757195,0.96270746,-0.9844518,0.99399614
0.9958365,0.99552214,0.95208704,-0.980572,0.9893581
0.9998832,0.9998155,0.9931569,-0.9981469,0.9993319
0.99872226,0.9982828,0.9706797,-0.9912032,0.9956134
0.9967537,0.9953543,0.94991356,-0.97998935,0.98976463
0.9985974,0.99856573,0.9717786,-0.99243766,0.9965352
0.9990144,0.99884045,0.9781822,-0.99125904,0.9961561
0.9967175,0.9961317,0.95542,-0.98219305,0.99115205
0.9991652,0.99898446,0.98090774,-0.9933713,0.997167
0.99855506,0.99836695,0.9715601,-0.9901619,0.99579704
0.9980115,0.99749076,0.953045,-0.98796517,0.99290574
0.9989734,0.99864954,0.9773426,-0.9915432,0.9963514
0.99889475,0.9987523,0.9726075,-0.99234366,0.99685824
0.9990029,0.99888176,0.9755126,-0.99221814,0.99648917
0.9990153,0.99878293,0.9775781,-0.99145097,0.9961006
0.9992585,0.99907076,0.978888,-0.993044,0.9969561
0.99741006,0.99692714,0.9561658,-0.9841123,0.992398
0.9995687,0.9995256,0.9855175,-0.9957224,0.99852157
0.99993366,0.9999012,0.99535507,-0.9987132,0.99958557
0.9994959,0.9992776,0.9835797,-0.9945741,0.9979404
