,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
10075,8,4,0,1,3,1,10,1,3,1,9,3,0,7,1
10076,5,1,0,15,3,0,7,4,2,0,2,2,5,3,0
10077,0,5,0,11,1,0,8,3,3,1,4,15,3,12,0
10078,5,0,0,3,3,2,12,2,4,0,12,16,4,41,0
10079,5,5,0,10,4,1,12,5,0,1,18,8,2,5,1
10080,10,2,0,4,4,2,9,4,1,1,4,9,4,30,0
10081,3,5,0,15,2,3,12,0,0,1,13,16,0,23,0
10082,7,4,0,13,5,3,9,2,1,1,12,6,1,36,0
10083,7,1,0,9,3,4,3,1,1,0,7,14,3,27,1
10084,0,4,0,9,6,6,7,1,2,0,7,2,0,31,0
10085,6,0,0,10,1,2,0,1,4,1,11,7,1,10,1
10086,9,2,0,6,6,2,6,3,2,0,13,8,4,24,0
10087,9,3,0,12,5,3,4,1,1,1,17,8,4,13,1
10088,4,6,0,14,2,2,13,2,1,0,3,6,0,10,1
10089,9,8,0,11,1,1,2,4,0,0,2,6,3,7,0
10090,0,6,0,0,3,0,2,3,2,1,13,11,2,16,0
10091,6,1,0,1,0,2,5,1,0,0,13,15,1,29,0
10092,1,2,0,15,4,5,8,5,0,0,12,2,2,27,0
10093,5,8,0,4,3,0,12,5,2,0,5,20,0,6,0
10094,2,7,0,1,6,2,0,1,4,0,4,11,1,31,0
10095,10,1,0,1,3,2,3,1,0,0,3,1,1,28,1
10096,3,4,0,8,6,4,10,2,0,0,8,2,5,1,0
10097,4,6,0,3,2,4,2,4,3,1,13,20,1,18,0
10098,4,5,0,14,1,3,11,5,1,0,9,1,2,5,1
10099,3,5,0,3,4,5,0,3,1,0,13,19,3,26,0
10100,10,4,0,8,2,5,6,2,2,1,18,17,4,16,1
10101,4,1,0,4,3,4,11,1,2,1,5,4,2,14,1
10102,0,8,0,11,0,4,13,4,3,1,11,6,2,14,0
10103,2,2,0,3,0,1,14,2,4,1,5,2,2,14,0
10104,1,5,0,0,0,4,8,1,0,1,12,0,4,20,0
10105,8,7,0,12,1,2,1,5,0,1,18,7,2,5,1
10106,0,8,0,3,6,3,3,0,2,0,17,17,0,39,0
10107,10,5,0,6,6,3,0,0,2,1,8,11,1,12,0
10108,1,7,0,0,0,6,2,4,3,0,13,0,0,22,0
10109,7,2,0,13,2,5,11,5,0,0,2,11,1,3,0
10110,3,5,0,6,6,5,3,0,3,1,0,4,3,5,0
10111,2,5,0,13,5,3,5,4,0,0,1,0,2,4,0
10112,3,2,0,11,0,6,10,0,4,1,10,9,0,36,0
10113,9,5,0,15,0,3,0,3,4,0,10,16,1,6,0
10114,4,4,0,4,0,5,3,4,2,1,15,11,0,7,0
10115,3,4,0,8,5,4,7,3,0,0,15,9,0,3,0
10116,6,3,0,12,0,2,5,3,3,0,17,14,2,7,0
10117,7,6,0,9,5,4,12,0,0,1,17,18,0,38,0
10118,4,7,0,13,1,5,2,2,2,1,13,12,3,18,0
10119,1,4,0,11,3,5,13,2,3,1,10,11,0,29,0
10120,1,5,0,14,1,3,2,5,0,0,2,2,5,38,0
10121,8,1,0,2,2,0,13,1,3,0,1,16,1,26,1
10122,7,4,0,0,2,6,13,4,3,1,2,9,2,28,0
10123,2,2,0,4,1,3,0,2,3,1,12,0,3,18,0
10124,4,0,0,6,6,0,2,2,2,1,4,14,1,25,0
10125,1,6,0,15,6,4,12,1,2,1,8,8,3,0,0
10126,9,2,0,15,3,2,10,3,1,1,17,1,5,32,1
10127,9,0,0,1,6,4,4,3,0,1,13,9,5,20,0
10128,0,6,0,3,6,6,0,2,2,0,2,15,0,27,0
10129,2,7,0,3,5,5,4,2,3,0,5,2,4,10,0
10130,2,6,0,7,0,0,8,4,1,1,2,18,0,37,0
10131,1,7,0,7,0,6,4,1,2,0,13,11,1,8,0
10132,1,2,0,3,6,2,2,4,3,0,13,6,1,11,0
10133,8,3,0,0,2,4,6,1,2,0,2,13,2,4,0
10134,10,5,0,8,2,1,11,2,2,0,18,19,5,11,1
10135,1,1,0,9,0,2,10,0,4,0,3,15,4,7,0
10136,8,4,0,9,6,1,14,4,3,1,3,20,5,37,0
10137,2,4,0,8,2,3,14,5,4,0,13,6,4,33,0
10138,0,6,0,0,2,2,7,3,0,1,2,6,0,33,0
10139,2,5,0,1,1,5,1,1,0,1,17,6,4,11,0
10140,9,1,0,3,2,0,0,5,3,0,8,17,2,17,1
10141,0,6,0,13,6,0,6,3,2,1,1,11,3,6,0
10142,4,7,0,4,4,6,13,5,4,1,4,3,1,27,0
10143,9,3,0,13,5,2,8,1,2,0,6,13,1,29,0
10144,8,1,0,0,4,5,13,3,1,1,0,15,0,5,0
10145,0,7,0,10,1,0,9,4,4,1,13,0,0,26,0
10146,7,4,0,7,6,3,1,1,2,0,15,0,3,36,0
10147,2,8,0,6,6,3,13,0,0,1,15,17,1,2,0
10148,8,4,0,14,4,5,11,5,2,1,15,14,1,19,1
10149,3,4,0,3,4,5,10,5,2,0,13,0,5,33,0
10150,9,6,0,11,1,0,9,1,2,1,2,4,2,16,0
10151,3,4,0,12,0,3,14,4,4,0,8,11,1,5,0
10152,1,3,0,14,2,4,12,0,1,0,12,2,1,4,0
10153,2,4,0,12,5,1,12,5,3,1,18,9,4,8,1
10154,7,1,0,2,5,6,5,3,1,0,13,13,4,8,0
10155,6,8,0,12,4,2,14,0,0,1,3,7,3,18,1
10156,4,8,0,13,2,2,4,4,4,0,5,7,5,28,1
10157,6,6,0,8,0,0,11,2,3,0,2,3,4,36,0
10158,3,2,0,4,6,0,3,3,2,1,2,2,3,2,0
10159,6,5,0,8,0,6,0,5,0,0,13,13,0,31,0
10160,0,6,0,2,3,1,12,1,3,0,4,18,5,10,0
10161,3,1,0,12,2,6,12,5,3,1,0,5,4,19,1
10162,2,4,0,10,1,3,12,3,0,1,3,15,4,14,0
10163,7,8,0,4,0,4,8,0,1,0,2,13,5,34,0
10164,10,1,0,14,6,5,10,3,0,1,6,9,2,30,0
10165,4,4,0,8,4,0,0,3,4,1,2,2,2,17,0
10166,5,4,0,7,5,6,10,1,4,1,18,16,4,39,1
10167,8,8,0,2,0,4,4,3,1,1,8,13,0,34,0
10168,3,6,0,5,5,5,8,0,2,1,13,15,1,9,0
10169,7,1,0,12,4,6,11,0,3,1,18,8,4,11,1
10170,10,7,0,8,6,6,6,2,0,1,2,6,0,0,0
10171,10,0,0,11,1,1,7,4,0,0,8,2,1,2,0
10172,4,8,0,15,6,6,6,1,2,0,18,8,1,20,1
10173,7,3,0,3,2,0,0,4,1,1,18,16,5,22,1
10174,5,3,0,5,3,0,13,3,3,0,8,8,3,3,0
10175,9,6,0,7,1,5,5,1,2,0,13,13,2,18,0
10176,8,4,0,7,5,0,5,4,3,0,6,2,4,3,0
10177,3,7,0,3,6,4,1,2,0,1,4,13,4,24,0
10178,9,5,0,11,6,6,0,1,3,0,10,2,0,13,0
10179,2,1,0,1,5,6,3,4,2,0,8,20,0,26,0
10180,2,7,0,11,0,3,11,4,0,0,13,11,1,13,0
10181,0,0,0,1,0,2,12,2,3,0,0,20,3,7,0
10182,5,0,0,10,5,1,2,5,2,1,18,10,2,0,1
10183,5,8,0,13,6,2,14,1,3,0,6,6,3,30,0
10184,2,6,0,5,3,2,13,4,0,0,2,11,4,4,0
10185,10,8,0,10,1,4,12,0,4,1,1,15,1,18,1
10186,2,4,0,15,5,5,10,3,2,1,1,2,5,39,0
10187,6,8,0,6,5,6,7,4,0,0,18,17,2,33,1
10188,4,8,0,5,1,4,8,1,0,1,13,14,1,6,0
10189,0,5,0,5,0,5,5,1,4,0,0,18,0,41,0
10190,10,2,0,3,0,5,11,0,0,0,8,2,2,17,0
10191,1,4,0,5,0,6,11,4,3,0,1,4,5,13,0
10192,4,1,0,0,2,3,6,3,0,0,12,0,4,28,0
10193,1,2,0,7,4,3,5,0,0,1,14,8,3,8,1
10194,4,5,0,14,2,6,5,4,3,0,8,4,2,7,0
10195,8,8,0,5,0,5,5,5,4,1,13,9,5,38,0
10196,10,5,0,12,4,6,4,5,4,1,16,9,3,14,1
10197,7,5,0,8,6,0,8,2,1,1,2,11,0,39,0
10198,0,5,0,5,1,1,8,2,4,0,8,16,3,5,0
10199,1,4,0,6,6,1,3,2,0,1,11,11,0,39,0
10200,8,1,0,0,3,0,10,5,3,0,3,2,4,5,0
10201,8,2,0,10,2,5,3,2,0,1,2,13,1,28,0
10202,0,0,0,4,5,6,1,2,4,0,3,1,1,20,1
10203,2,2,0,5,6,6,13,4,0,1,13,2,0,22,0
10204,8,5,0,14,0,4,6,4,2,0,10,2,3,26,0
10205,4,6,0,5,0,4,11,2,4,1,12,15,1,16,0
10206,6,1,0,4,6,0,11,1,2,0,18,5,1,21,1
10207,6,5,0,10,2,1,11,0,1,1,18,5,4,12,1
10208,8,7,0,4,2,5,8,3,3,1,16,11,0,7,0
10209,0,3,0,4,0,6,0,2,4,0,8,11,5,31,0
10210,10,2,0,14,6,6,13,5,0,1,18,10,4,25,1
10211,3,7,0,8,0,5,4,3,1,1,13,18,2,16,0
10212,10,8,0,8,0,6,4,1,0,1,18,19,4,35,1
10213,5,1,0,12,2,6,3,4,1,1,11,2,4,21,0
10214,0,3,0,11,5,5,0,1,0,0,2,15,4,28,0
10215,9,2,0,3,5,5,2,0,0,0,12,6,0,14,0
10216,10,5,0,15,1,2,6,5,2,0,12,7,5,5,1
10217,7,1,0,11,6,0,3,1,4,1,14,4,0,27,1
10218,3,1,0,7,4,4,6,5,0,0,2,2,4,16,0
10219,0,6,0,1,5,4,0,3,3,0,13,18,3,13,0
10220,2,7,0,3,2,5,5,2,2,0,13,6,2,9,0
10221,1,8,0,6,0,3,9,3,3,1,13,11,1,21,0
10222,8,4,0,4,0,5,6,3,4,0,13,2,4,36,0
10223,6,0,0,0,1,4,9,4,0,1,0,9,5,29,0
10224,2,0,0,0,1,0,2,3,2,0,0,2,4,12,0
10225,1,6,0,5,3,0,7,1,1,1,2,11,0,10,0
10226,10,6,0,7,2,4,13,0,1,0,16,0,4,8,0
10227,3,6,0,0,0,4,10,3,4,0,2,2,0,0,0
10228,2,5,0,13,5,0,6,3,2,0,15,13,3,6,0
10229,0,5,0,7,0,4,6,0,3,1,2,18,3,19,0
10230,2,5,0,5,5,4,13,1,2,1,0,2,1,3,0
10231,9,6,0,12,6,0,3,1,2,1,13,11,1,10,0
10232,0,6,0,15,3,1,9,2,1,1,2,7,1,28,0
10233,3,7,0,14,1,0,2,5,1,0,16,8,5,20,1
10234,10,4,0,5,3,6,3,5,2,1,6,2,3,7,0
10235,8,2,0,8,6,5,14,0,0,1,10,11,0,28,0
10236,3,0,0,2,2,0,10,4,3,1,15,12,0,3,0
10237,9,0,0,15,6,0,14,3,0,1,13,15,2,29,0
10238,2,5,0,1,0,4,14,2,3,0,4,6,0,3,0
10239,6,4,0,12,0,6,13,5,2,1,5,15,5,0,1
10240,3,7,0,11,4,2,2,2,2,1,2,18,1,7,0
10241,1,2,0,11,1,5,1,0,3,1,2,6,1,18,0
10242,0,8,0,15,2,4,5,0,0,0,2,11,3,19,0
10243,0,0,0,9,3,4,0,4,0,0,12,17,1,33,0
10244,10,3,0,7,1,0,5,2,2,1,1,17,2,7,1
10245,6,5,0,4,1,3,8,1,0,0,4,15,0,16,0
10246,0,3,0,1,2,3,12,4,1,1,13,20,3,34,0
10247,9,4,0,0,4,1,0,4,2,1,8,13,1,27,0
10248,8,3,0,15,4,6,0,5,2,1,18,10,0,16,1
10249,9,3,0,1,0,6,6,4,4,0,15,20,3,4,0
10250,7,8,0,12,1,3,3,5,2,1,18,1,3,0,1
10251,3,6,0,10,5,4,5,3,0,0,0,9,2,13,0
10252,2,6,0,3,5,6,6,0,4,0,18,16,5,8,1
10253,9,8,0,6,5,1,9,2,0,0,0,2,3,21,0
10254,7,4,0,15,5,2,3,1,1,0,2,20,1,37,0
10255,2,8,0,5,1,4,7,3,2,0,7,15,0,17,0
10256,2,7,0,4,1,0,3,0,0,0,0,3,1,37,0
10257,8,3,0,0,5,6,8,2,1,1,4,16,2,36,0
10258,3,6,0,0,0,0,10,4,1,1,14,10,0,37,0
10259,5,0,0,12,1,5,9,2,2,0,8,6,4,35,0
10260,0,5,0,2,1,0,11,1,2,1,18,5,1,27,1
10261,4,0,0,13,2,0,4,0,3,1,1,7,4,37,1
10262,7,0,0,13,4,2,1,0,0,1,2,2,5,12,0
10263,4,2,0,10,5,6,0,5,4,1,7,17,5,29,1
10264,10,7,0,15,1,4,7,1,1,1,8,9,4,37,0
10265,4,6,0,0,0,4,8,1,1,1,13,15,1,10,0
10266,2,2,0,13,0,5,1,0,2,1,13,17,3,8,0
10267,7,5,0,12,0,5,3,2,2,1,18,6,5,27,1
10268,9,6,0,9,6,0,7,4,4,1,4,20,3,21,0
10269,8,8,0,6,0,1,9,1,0,0,2,9,1,2,0
10270,8,8,0,5,4,1,6,2,4,0,2,11,2,28,0
10271,2,6,0,8,0,5,0,4,0,1,1,11,3,3,0
10272,7,5,0,1,2,1,13,4,2,1,5,19,3,33,1
10273,5,0,0,6,0,5,8,3,4,1,6,20,2,28,0
10274,1,3,0,11,4,1,12,3,1,1,8,11,2,14,0
10275,2,0,0,4,1,5,8,2,3,1,13,9,5,4,0
10276,6,5,0,9,2,1,8,5,1,0,14,7,2,27,1
10277,9,3,0,8,6,4,7,0,4,1,2,18,2,14,0
10278,3,8,0,5,4,1,2,1,1,0,15,14,1,8,0
10279,0,3,0,15,0,3,3,4,4,0,6,19,5,40,0
10280,0,1,0,11,2,1,13,5,2,0,2,2,1,10,0
10281,6,4,0,5,6,4,5,1,2,1,4,4,0,41,0
10282,8,3,0,2,3,5,14,5,0,1,13,2,3,31,0
10283,10,8,0,6,3,5,1,1,4,1,10,3,4,5,0
10284,2,4,0,13,5,3,8,3,2,0,3,6,5,37,0
10285,9,3,0,12,6,4,1,4,0,1,13,20,1,23,0
10286,0,1,0,1,2,4,13,5,0,0,6,13,1,7,0
10287,5,1,0,0,0,6,8,3,4,1,9,5,3,19,1
10288,0,0,0,13,6,0,13,0,0,1,12,20,3,27,0
10289,1,4,0,9,1,0,14,2,1,1,0,13,3,33,0
10290,1,0,0,3,2,3,1,3,1,0,6,7,5,1,0
10291,6,4,0,5,2,5,13,0,4,1,18,7,0,1,1
10292,1,0,0,14,0,0,6,3,1,0,4,2,4,3,0
10293,8,6,0,2,4,0,13,4,3,0,0,2,2,23,0
10294,9,8,0,3,6,5,11,3,3,1,13,12,4,21,0
10295,7,4,0,5,6,0,1,4,3,1,2,11,5,27,0
10296,1,8,0,7,4,5,10,2,3,1,8,20,3,6,0
10297,9,7,0,4,5,4,14,4,2,1,13,16,2,35,0
10298,9,5,0,0,0,5,14,1,0,0,17,11,5,17,0
10299,5,0,0,9,6,2,6,0,4,1,1,8,5,9,1
10300,3,4,0,5,4,5,1,2,0,0,17,18,2,6,0
10301,1,5,0,12,5,3,11,4,4,0,0,2,4,27,0
10302,1,8,0,9,0,4,9,1,4,1,2,9,0,4,0
10303,8,2,0,15,0,5,0,0,2,0,6,15,4,19,0
10304,0,2,0,2,5,3,5,5,3,0,8,15,1,34,0
10305,0,8,0,9,5,2,0,3,0,0,7,11,5,14,0
10306,0,8,0,8,5,1,2,3,1,1,15,17,4,0,1
10307,5,5,0,10,1,0,2,4,0,0,8,11,4,14,0
10308,10,5,0,12,3,1,6,3,0,1,14,8,3,30,1
10309,3,1,0,4,1,4,5,5,0,1,8,9,4,22,0
10310,4,7,0,5,0,0,3,1,4,1,12,20,0,31,1
10311,5,7,0,15,0,0,3,0,0,0,8,11,4,38,0
10312,6,8,0,14,2,2,9,3,0,1,8,15,1,37,0
10313,2,5,0,8,4,1,12,5,3,1,1,15,1,31,1
10314,3,3,0,1,1,4,12,3,3,1,0,17,0,37,0
10315,6,1,0,2,6,6,6,2,1,0,10,18,4,31,0
10316,5,0,0,7,3,6,4,1,3,1,2,15,2,7,0
10317,6,4,0,13,2,0,3,2,0,0,17,2,2,14,0
10318,3,6,0,11,4,5,13,3,1,0,18,1,4,13,1
10319,10,6,0,2,6,4,11,3,3,1,13,11,4,4,0
10320,9,6,0,1,0,6,5,3,3,0,10,2,0,29,0
10321,0,7,0,8,0,5,7,1,2,0,8,3,4,19,0
10322,5,4,0,10,2,1,7,0,2,1,8,18,3,24,0
10323,2,3,0,11,2,1,8,1,0,1,2,9,5,41,0
10324,1,5,0,15,1,3,8,3,1,0,2,15,0,12,0
10325,0,1,0,0,5,0,12,4,3,0,2,11,3,21,0
10326,1,3,0,3,0,0,11,2,0,0,2,12,0,9,0
10327,9,1,0,1,5,3,7,4,0,1,2,11,5,24,0
10328,8,8,0,1,3,1,12,3,0,0,3,20,1,3,1
10329,2,6,0,11,6,1,8,1,3,0,0,6,0,41,0
10330,0,8,0,4,2,4,7,5,4,0,16,4,0,30,0
10331,9,7,0,6,1,4,2,0,1,0,12,17,1,32,0
10332,2,3,0,9,0,5,11,3,2,0,2,0,1,0,0
10333,10,3,0,11,0,5,9,2,3,0,4,16,0,31,0
10334,1,7,0,3,6,5,8,3,0,0,16,13,2,37,0
10335,0,2,0,14,1,0,2,0,3,0,12,0,2,19,0
10336,10,5,0,3,6,3,7,3,0,1,8,11,1,0,0
10337,2,3,0,11,6,0,3,3,0,1,17,17,3,26,0
10338,3,0,0,5,1,0,6,4,0,0,14,11,2,5,0
10339,5,3,0,4,6,5,4,3,0,0,17,11,5,9,0
10340,2,6,0,0,2,0,4,3,0,0,15,9,2,19,0
10341,2,3,0,15,3,5,3,2,2,0,8,17,3,6,0
10342,8,1,0,6,5,2,5,5,4,0,9,17,0,39,1
10343,1,8,0,4,1,6,5,4,1,0,8,6,0,12,0
10344,3,2,0,2,6,5,6,2,4,0,12,20,5,8,0
10345,2,0,0,3,2,0,8,4,0,0,17,0,2,12,0
10346,10,0,0,1,4,4,8,1,0,0,6,20,0,20,0
10347,3,2,0,6,2,5,5,4,3,0,8,6,1,14,0
10348,0,3,0,3,3,6,7,4,1,0,6,15,4,11,0
10349,0,4,0,3,0,4,14,0,3,0,3,2,5,14,0
10350,1,4,0,5,4,4,12,0,0,0,13,19,0,5,0
10351,4,4,0,1,1,4,5,2,3,1,0,18,5,3,0
10352,0,6,0,7,5,5,11,4,2,0,9,17,1,38,1
10353,9,0,0,14,5,6,0,2,2,1,5,7,3,22,1
10354,7,7,0,15,1,2,9,1,0,0,2,20,1,0,0
10355,5,4,0,14,4,5,7,4,0,1,13,9,1,21,0
10356,10,1,0,5,2,6,2,1,3,1,5,7,1,34,1
10357,2,8,0,11,0,0,4,4,4,0,17,15,3,19,0
10358,10,0,0,0,6,5,2,3,3,0,8,11,4,31,0
10359,2,2,0,3,0,0,0,1,2,0,13,13,4,8,0
10360,3,3,0,15,1,0,8,1,1,1,8,11,2,24,0
10361,10,0,0,15,0,4,8,0,3,1,9,14,1,29,1
10362,4,8,0,15,6,4,12,4,1,1,17,13,1,11,0
10363,8,6,0,4,5,5,5,1,1,1,8,6,1,39,0
10364,2,6,0,7,0,3,8,3,0,1,0,3,2,26,0
10365,5,2,0,12,4,6,11,2,4,0,5,11,5,29,1
10366,7,6,0,15,1,3,14,1,4,0,10,1,1,1,0
10367,0,5,0,13,3,1,9,4,0,0,10,11,0,5,0
10368,3,2,0,11,5,6,12,4,2,0,16,9,0,23,0
10369,5,3,0,4,1,1,2,4,1,1,5,19,1,32,1
10370,7,6,0,13,4,1,3,0,4,0,4,6,0,23,0
10371,4,8,0,4,4,0,12,0,1,1,11,17,3,19,1
10372,2,1,0,6,1,0,13,4,0,1,0,0,0,20,0
10373,1,0,0,12,0,4,3,1,0,0,8,15,3,10,0
10374,6,0,0,4,0,6,8,1,0,0,6,6,5,39,0
10375,3,3,0,5,3,0,4,1,0,0,2,2,3,3,0
10376,1,3,0,8,5,2,2,2,4,0,2,9,3,26,0
10377,4,7,0,2,0,2,11,1,0,1,13,11,1,9,0
10378,7,7,0,14,3,2,6,0,2,0,10,17,1,12,1
10379,0,1,0,6,5,2,7,4,3,0,5,6,0,38,0
10380,5,5,0,2,4,0,2,2,3,1,0,2,1,22,0
10381,2,0,0,9,6,4,9,4,2,1,10,11,4,34,0
10382,4,6,0,11,5,4,2,1,0,0,0,13,1,6,0
10383,7,0,0,7,6,2,11,4,3,1,16,7,4,35,1
10384,7,3,0,4,4,5,2,3,0,0,12,12,5,10,0
10385,1,0,0,3,5,2,3,1,0,1,13,9,3,28,0
10386,8,0,0,5,3,0,10,5,1,0,18,17,5,30,1
10387,5,8,0,14,0,0,1,2,0,1,17,0,4,27,0
10388,10,3,0,15,1,5,11,0,4,0,6,13,1,35,0
10389,1,2,0,0,2,0,7,1,2,0,15,16,3,38,0
10390,1,3,0,3,0,1,6,0,3,1,8,16,1,40,0
10391,7,8,0,11,5,1,4,1,1,0,16,5,3,7,1
10392,0,5,0,1,1,5,0,4,4,1,2,20,2,39,0
10393,7,2,0,11,0,2,3,3,4,1,13,18,4,13,0
10394,10,0,0,3,5,0,7,2,0,0,17,13,1,3,0
10395,2,4,0,8,5,0,6,2,0,0,4,18,4,6,0
10396,7,2,0,5,2,0,6,1,4,1,17,11,2,11,0
10397,9,7,0,3,0,3,14,2,0,0,16,18,1,8,0
10398,10,7,0,12,4,4,1,2,4,1,10,15,0,6,0
10399,9,8,0,8,2,6,9,2,2,1,0,2,3,40,0
10400,1,2,0,0,4,2,12,5,2,1,15,0,1,38,1
10401,0,3,0,0,2,3,13,0,0,0,1,13,0,21,0
10402,10,5,0,10,0,5,0,1,1,0,0,18,1,9,0
10403,0,4,0,13,0,5,12,1,4,1,6,6,3,28,0
10404,2,3,0,12,6,1,9,2,0,0,8,6,4,1,0
10405,5,1,0,3,4,6,8,1,1,0,2,2,3,40,0
10406,3,8,0,3,0,4,7,4,1,1,2,17,1,13,0
10407,7,6,0,7,3,1,4,1,3,1,18,10,1,13,1
10408,0,2,0,6,6,1,1,4,2,1,2,11,1,18,0
10409,1,1,0,15,5,3,12,2,3,1,4,3,0,26,0
10410,0,4,0,6,1,0,6,4,0,1,2,0,1,0,0
10411,2,7,0,6,0,4,0,5,0,0,10,3,5,11,0
10412,10,0,0,5,4,3,1,5,2,1,9,9,3,1,1
10413,9,6,0,10,5,3,7,5,2,1,18,12,4,33,1
10414,8,1,0,1,6,6,6,1,4,1,9,17,3,29,1
10415,7,3,0,6,4,3,7,4,0,0,9,0,3,30,1
10416,0,2,0,4,5,4,8,2,2,0,11,20,0,31,0
10417,2,8,0,6,3,0,5,1,0,0,12,15,0,41,0
10418,0,1,0,10,6,0,10,5,1,0,2,2,4,36,0
10419,2,7,0,0,6,4,8,3,4,1,2,15,1,13,0
10420,4,4,0,15,4,0,13,4,2,1,13,11,2,41,0
10421,2,5,0,1,0,3,6,3,0,0,2,13,5,27,0
10422,6,5,0,13,1,0,12,0,1,0,8,4,5,8,0
10423,2,7,0,11,0,3,5,0,0,1,11,17,0,16,0
10424,5,3,0,3,4,0,3,3,1,0,2,15,5,10,0
10425,0,4,0,2,1,6,8,0,1,0,17,2,0,37,0
10426,6,6,0,5,3,1,3,2,2,0,8,18,3,21,0
10427,2,7,0,8,0,4,8,3,4,0,1,11,2,39,0
10428,6,2,0,14,6,2,10,0,1,1,18,10,1,27,1
10429,0,3,0,2,2,4,1,3,1,1,12,11,0,16,0
10430,6,7,0,7,0,0,2,0,4,0,13,14,0,17,0
10431,6,5,0,10,6,2,5,0,4,1,18,12,1,30,1
10432,5,4,0,6,5,4,4,5,0,0,15,18,1,10,0
10433,6,8,0,13,6,4,6,4,3,1,12,9,2,23,0
10434,8,0,0,9,0,0,4,5,0,0,14,1,1,20,1
10435,1,5,0,5,0,4,1,3,0,0,8,15,2,10,0
10436,0,0,0,15,5,0,1,2,1,1,0,16,4,38,0
10437,3,7,0,9,2,0,12,2,2,1,0,0,0,14,0
10438,5,1,0,2,4,4,9,1,3,0,4,2,5,29,0
10439,1,0,0,0,1,4,9,2,0,0,2,6,1,38,0
10440,4,7,0,1,1,0,1,4,1,0,0,6,0,1,0
10441,0,8,0,14,2,2,14,3,2,0,17,6,0,4,0
10442,0,4,0,7,5,0,9,0,4,0,13,6,1,1,0
10443,3,6,0,10,6,4,1,2,0,0,0,11,0,24,0
10444,2,7,0,15,1,3,6,0,4,1,0,4,1,35,0
10445,3,5,0,13,4,2,2,3,0,1,0,9,1,9,0
10446,1,8,0,13,0,5,11,1,2,1,12,2,2,28,0
10447,7,1,0,10,2,3,12,3,0,0,5,7,0,19,1
10448,7,7,0,7,6,0,2,4,0,1,7,9,2,18,0
10449,1,3,0,5,3,4,14,4,1,0,8,11,0,7,0
10450,6,3,0,8,5,3,13,5,3,1,7,19,4,24,1
10451,2,6,0,6,0,6,8,4,3,0,13,0,0,25,0
10452,5,7,0,14,1,0,6,1,2,0,2,0,5,9,0
10453,10,0,0,3,2,2,10,4,3,1,4,12,3,7,1
10454,1,1,0,1,0,3,11,3,0,1,8,7,3,7,0
10455,1,1,0,13,0,4,8,4,0,1,2,4,0,4,0
10456,0,3,0,8,4,0,5,1,3,0,4,0,1,41,0
10457,10,4,0,5,3,1,3,2,4,1,9,8,4,28,1
10458,9,5,0,0,1,4,9,3,1,1,13,11,4,20,0
10459,9,4,0,11,1,4,1,2,2,0,13,20,1,37,0
10460,1,1,0,6,6,5,9,4,4,0,4,18,4,17,0
10461,3,0,0,5,4,2,2,5,0,0,7,16,3,21,1
10462,9,1,0,14,1,2,12,1,0,0,10,0,5,17,0
10463,0,0,0,3,6,4,9,1,2,1,8,9,2,2,0
10464,1,4,0,8,4,0,2,0,4,1,18,10,3,31,1
10465,3,4,0,2,6,0,6,2,0,1,3,1,5,30,0
10466,1,6,0,11,4,5,14,3,3,1,9,5,1,4,1
10467,7,8,0,5,0,0,8,3,1,0,15,0,2,26,0
10468,9,6,0,10,1,3,14,3,1,1,8,6,5,31,0
10469,1,6,0,8,6,1,12,5,1,1,9,14,1,3,1
10470,4,7,0,7,6,1,8,2,2,0,8,19,3,18,0
10471,6,1,0,4,4,1,0,5,1,0,3,8,4,3,1
10472,2,7,0,15,6,4,5,5,2,0,13,2,4,4,0
10473,10,1,0,14,1,3,10,4,0,1,14,19,5,24,1
10474,3,7,0,0,3,1,9,5,0,0,2,2,1,20,0
10475,10,1,0,15,3,0,2,5,3,1,16,11,1,41,0
10476,5,7,0,2,6,6,0,0,0,1,18,1,3,22,1
10477,2,6,0,5,2,4,12,4,1,1,18,8,3,8,1
10478,10,1,0,10,6,5,7,3,2,1,8,16,2,29,0
10479,1,0,0,4,2,2,9,3,4,1,11,8,1,3,0
10480,4,5,0,12,0,0,9,1,1,0,13,2,2,13,0
10481,3,7,0,1,2,2,11,3,1,1,18,8,0,31,1
10482,0,7,0,0,6,5,13,0,0,0,13,2,2,27,0
10483,4,1,0,8,2,0,5,0,3,1,13,15,1,39,0
10484,5,8,0,8,0,3,6,1,2,0,15,11,0,8,0
10485,3,5,0,14,1,2,9,2,2,0,10,16,3,14,0
10486,9,3,0,9,5,5,11,4,0,0,18,5,5,13,1
10487,9,2,0,11,1,1,13,2,2,1,10,11,3,6,0
10488,3,7,0,12,5,3,10,4,1,1,8,2,4,27,0
10489,8,4,0,3,0,0,8,2,3,0,17,15,1,18,0
10490,9,8,0,5,6,4,6,3,2,1,0,15,3,36,0
10491,1,5,0,3,6,0,8,5,0,1,3,13,1,29,0
10492,9,8,0,9,0,4,10,3,2,1,13,18,4,28,0
10493,10,2,0,15,4,4,1,3,1,0,13,2,0,34,0
10494,2,8,0,13,0,5,13,3,3,0,10,2,0,21,0
10495,4,1,0,13,6,3,0,1,0,0,15,0,2,11,0
10496,9,5,0,3,2,2,10,0,2,1,16,17,1,31,1
10497,6,0,0,3,2,5,5,1,3,1,2,6,1,3,0
