0,1,2,3,4,5,6,7,8,9,10,11,12,13
1678,17,10,131,253,2,144,0,0,0,1,0,1,0
1680,13,6,144,251,3,215,2,328,0,0,0,0,1
1681,39,35,122,430,3,97,1,0,0,0,0,1,1
1682,28,23,156,159,3,146,0,0,1,0,1,1,1
1683,35,29,11,36,1,178,0,192,0,0,0,1,0
1684,29,22,137,140,0,60,2,0,0,0,0,0,0
1685,18,11,101,172,1,191,1,338,0,1,0,0,0
1686,8,42,108,338,0,48,2,57,0,0,0,1,0
1687,5,26,140,367,2,145,2,0,0,0,0,0,0
1688,34,28,19,430,1,97,0,0,0,0,0,0,1
1689,38,34,120,404,3,126,1,0,0,0,0,0,1
1691,37,33,0,159,1,189,0,0,0,0,0,1,1
1692,33,25,117,34,3,244,1,14,0,0,0,1,0
1693,26,19,103,335,3,224,0,0,0,0,0,1,1
1694,40,34,42,277,1,2,0,0,0,0,0,1,0
1695,26,19,1,421,1,175,0,0,0,0,0,0,0
1696,26,21,100,435,2,54,0,0,0,0,0,1,0
1697,9,45,128,442,0,79,0,0,0,0,0,1,1
1698,3,4,120,430,3,4,1,0,0,0,0,0,0
1699,4,4,115,402,2,4,1,0,0,0,0,0,0
1700,34,28,143,96,2,98,0,0,0,0,0,0,1
1702,6,42,116,445,2,2,1,0,0,0,0,1,1
1703,33,27,105,7,3,216,2,0,0,0,0,1,0
1704,36,32,36,316,1,37,0,8,0,0,0,1,0
1705,30,24,79,352,3,163,0,7,0,0,0,0,1
1706,31,25,11,234,0,44,1,0,1,0,0,1,0
1707,33,27,154,319,0,41,1,0,0,0,0,1,0
1708,27,21,95,44,1,110,2,30,0,0,0,0,0
1709,28,21,5,377,0,173,1,0,1,0,0,1,0
1710,30,23,141,314,0,112,1,0,0,0,0,1,0
1711,14,7,67,140,1,57,0,191,0,0,0,1,1
1713,9,44,160,456,0,224,0,72,1,1,1,0,0
1714,26,19,113,428,3,97,0,54,0,0,0,1,0
1715,11,45,63,36,1,59,1,310,1,0,0,1,0
1716,31,27,143,193,3,8,1,0,0,0,0,1,0
1717,41,36,100,302,3,87,1,0,0,0,0,0,0
1718,35,31,154,393,0,162,1,0,1,0,0,0,0
1719,2,0,111,367,2,45,1,0,0,0,0,1,0
1720,27,21,153,130,1,189,0,0,0,1,0,0,0
1721,15,8,45,39,1,189,1,337,0,0,0,1,0
1722,25,20,145,98,0,174,0,0,0,0,0,1,0
1724,18,10,131,398,0,221,2,326,0,0,0,0,1
1725,9,45,88,241,0,126,2,3,0,0,0,1,0
1726,23,18,115,158,1,53,2,0,0,1,1,1,1
1727,16,10,133,448,0,44,2,0,0,0,0,0,0
1728,16,10,155,264,1,44,1,52,0,0,0,0,0
1729,40,36,123,266,0,83,0,0,0,0,0,0,0
1730,35,29,10,310,2,59,1,0,0,0,0,0,0
1731,5,37,147,219,2,62,0,4,0,0,0,1,0
1732,13,6,99,336,3,237,2,0,0,0,0,1,0
1733,20,14,64,410,1,189,0,0,0,0,0,1,0
1735,13,7,151,36,1,175,0,0,0,0,0,1,0
1736,21,13,137,267,1,65,2,0,0,0,0,1,0
1737,8,42,71,367,0,6,2,45,1,1,0,0,0
1738,22,17,111,187,1,126,2,85,0,0,0,0,1
1739,16,8,158,50,0,191,2,0,0,0,0,0,1
1740,20,11,101,307,2,144,1,0,0,0,0,1,0
1741,17,10,0,364,1,2,2,3,0,0,0,1,0
1742,7,42,114,316,0,97,0,85,0,0,0,0,0
1743,35,30,39,177,1,229,0,0,0,0,0,0,1
1744,23,17,108,181,1,116,0,0,0,0,0,1,0
1746,12,5,35,7,0,218,0,0,0,0,0,0,0
1747,7,37,50,432,1,177,0,108,0,0,0,1,0
1748,11,45,112,121,1,118,2,336,0,0,0,0,0
1749,39,29,107,264,0,192,2,41,0,0,0,1,1
1750,35,31,145,34,1,7,0,0,0,0,0,1,1
1751,22,13,0,140,2,219,1,1,0,0,0,1,0
1752,19,11,113,50,2,60,2,0,0,0,0,1,0
1753,37,33,104,261,3,97,0,19,0,0,0,1,1
1754,32,25,142,428,0,84,2,91,0,0,0,1,0
1755,22,17,58,61,0,164,0,0,0,0,0,0,1
1757,29,23,99,215,0,63,2,0,0,0,0,0,0
1758,8,44,44,191,0,249,0,0,0,0,0,0,0
1759,37,31,101,309,3,51,2,0,0,0,0,1,0
1760,10,46,114,386,0,79,2,0,0,0,0,1,0
1761,14,6,137,90,0,4,0,86,0,0,0,1,1
1762,36,31,14,350,2,44,1,0,1,0,0,1,0
1763,28,22,136,93,0,125,1,0,0,0,0,1,1
1764,24,19,44,203,3,235,0,0,1,0,0,0,1
1765,37,30,125,381,3,162,1,0,0,0,0,1,0
1766,38,33,103,237,0,62,0,0,0,0,0,0,0
1768,41,38,22,72,0,5,0,0,0,0,0,1,1
1769,23,16,48,441,0,100,2,246,1,0,1,1,1
1770,8,44,144,406,3,174,1,0,0,0,0,0,0
1771,34,29,135,366,3,100,0,146,0,0,0,0,0
1772,25,19,55,459,3,242,2,204,1,0,0,0,0
1773,25,19,143,276,0,172,1,0,0,0,0,0,0
1774,12,5,6,215,0,218,0,0,0,0,0,0,0
1775,10,45,111,390,2,191,0,0,0,0,0,0,0
1776,24,19,57,198,0,45,0,0,0,0,0,0,0
1777,23,16,153,271,0,86,0,0,0,0,0,1,0
1780,21,16,137,73,3,189,2,0,0,0,0,0,1
1781,19,13,121,226,2,189,2,0,0,0,0,0,0
1782,27,20,106,46,0,60,2,68,0,0,0,0,0
1783,29,22,55,243,3,304,0,0,1,0,1,1,1
1784,30,23,128,22,0,67,0,0,0,0,0,1,0
1785,14,5,109,187,3,37,1,0,0,0,0,0,0
1786,41,38,113,316,3,126,1,0,0,0,0,1,0
1787,23,18,139,197,1,97,0,117,0,0,0,1,0
1788,34,30,119,316,3,191,0,115,0,1,1,1,1
1789,38,32,143,276,1,97,0,95,0,0,0,1,1
1791,19,13,19,253,1,126,0,0,0,1,0,0,0
1792,17,11,128,321,1,191,0,0,0,0,0,0,0
1793,10,45,142,395,2,231,1,0,0,0,0,1,0
1794,27,22,112,411,3,51,1,32,0,0,0,0,0
1795,29,22,10,321,1,98,2,105,1,1,1,1,0
1796,12,6,54,148,3,45,2,0,1,1,0,0,0
1797,34,29,134,331,3,145,0,92,0,0,0,1,1
1798,33,28,119,172,1,125,2,4,0,0,0,1,0
1799,21,16,133,140,1,130,0,0,0,0,0,1,0
1800,0,2,125,210,2,192,1,46,0,0,0,1,0
1802,10,45,130,148,2,189,0,345,0,0,0,0,1
1803,25,18,48,430,0,241,0,0,0,0,0,0,0
1804,22,13,114,405,2,189,1,0,0,0,0,0,0
1805,31,24,111,39,3,213,1,0,0,0,0,1,0
1806,19,12,11,315,2,97,0,0,1,1,1,0,1
1807,24,17,147,295,2,44,0,0,0,0,0,0,0
1808,38,33,7,267,3,47,1,0,0,0,0,1,0
1809,30,23,127,141,1,191,2,0,0,0,0,1,0
1810,33,27,129,241,2,84,0,94,0,0,0,1,0
1811,10,43,142,445,3,172,1,0,0,1,0,1,0
1813,21,13,70,267,1,218,2,0,0,0,0,1,0
1814,40,34,13,355,3,118,2,0,0,0,0,1,1
1815,24,16,130,187,0,97,1,0,0,0,0,1,0
1816,27,20,146,367,0,144,0,149,0,0,0,1,0
1817,26,21,27,397,2,189,0,7,0,0,0,1,0
1818,11,46,141,314,0,167,0,95,0,0,0,0,0
1819,17,9,107,430,1,37,2,336,0,0,0,1,0
1820,15,8,69,267,0,191,0,0,0,0,0,1,0
1821,28,22,135,271,2,189,1,0,0,0,0,1,0
1822,5,37,117,277,0,112,2,0,0,0,0,1,0
1824,29,22,127,439,2,189,1,0,0,0,0,1,0
1825,16,8,146,318,1,53,0,0,0,0,0,1,0
1826,6,42,31,34,0,53,0,113,0,0,0,1,0
1827,31,25,146,149,1,189,2,0,0,0,0,1,0
1828,40,35,36,193,3,227,1,333,0,0,0,1,1
1829,17,9,102,282,1,125,2,0,0,0,0,0,0
1830,13,7,157,404,1,54,0,0,0,0,0,1,0
1831,22,16,81,134,2,191,2,24,1,0,0,0,0
1832,38,34,51,109,0,221,0,0,0,0,0,1,0
1833,3,3,51,240,1,144,0,0,0,0,0,0,0
1835,10,45,134,184,3,110,0,0,0,0,0,1,0
1836,41,38,122,398,1,78,0,127,0,0,0,0,0
1837,20,12,121,277,0,191,2,0,0,0,0,0,0
1838,1,3,116,33,3,23,0,81,0,0,0,1,0
1839,7,42,20,337,1,47,0,265,0,0,0,1,0
1840,37,33,119,379,3,62,0,105,0,1,0,1,0
1841,27,22,114,125,1,144,2,325,0,1,0,1,0
1842,17,10,41,78,0,162,0,0,0,0,0,0,0
1843,8,43,138,343,0,99,1,0,0,0,0,1,0
1844,7,37,116,315,0,196,0,10,0,0,0,0,0
1846,37,32,115,119,2,41,2,76,0,0,0,0,0
1847,16,9,140,236,0,44,1,45,0,1,0,1,0
1848,43,39,42,2,0,163,0,0,0,0,0,1,0
1849,42,39,52,178,1,7,0,0,0,0,0,0,0
1850,31,24,142,92,3,209,0,0,0,0,0,0,0
1851,31,25,50,387,0,271,1,232,1,0,0,1,0
1852,12,46,6,26,1,4,2,0,0,0,0,0,0
1853,9,44,1,163,2,53,1,0,0,0,0,1,0
1854,40,36,126,298,0,41,1,0,0,0,0,1,0
1855,37,32,13,322,0,23,0,264,0,0,0,1,0
1857,20,13,0,128,1,130,1,0,0,1,0,0,1
1858,36,30,39,286,1,110,0,0,0,0,0,0,0
1859,39,34,25,148,0,175,0,0,0,0,0,0,0
1860,7,42,29,145,2,172,2,0,1,0,0,0,0
1861,31,27,151,196,3,45,1,23,0,0,0,1,0
1862,7,43,2,39,1,164,0,0,0,0,0,1,0
1863,8,4,136,156,1,98,2,0,0,0,1,1,1
1864,21,16,21,120,0,162,0,0,0,1,0,1,0
1865,9,45,136,107,2,163,0,0,0,0,0,1,0
1866,40,35,43,234,1,137,2,0,1,0,0,1,0
1868,34,29,115,210,1,231,2,67,0,0,0,1,0
1869,37,27,105,398,0,78,2,0,0,0,0,1,0
1870,14,6,109,353,1,172,2,0,0,0,0,0,0
1871,30,23,146,12,3,78,2,0,0,0,0,1,0
1872,28,21,79,440,0,172,2,345,0,0,0,0,0
1873,7,42,160,138,3,189,2,30,0,1,1,1,1
1874,5,15,2,47,3,42,2,0,0,0,0,1,0
1875,27,20,146,396,1,189,2,0,0,0,0,0,0
1876,29,23,33,258,0,189,0,283,0,0,0,1,0
1877,33,27,108,331,1,221,1,0,0,0,0,1,0
1879,17,11,5,115,0,127,0,150,0,0,0,0,0
1880,41,35,103,39,2,227,1,0,0,0,0,1,0
1881,38,33,17,399,1,245,1,0,1,0,0,1,0
1882,23,16,147,37,1,118,1,0,0,0,0,1,1
1883,32,25,130,33,0,17,0,0,0,0,0,1,0
1884,22,14,150,367,2,24,0,0,0,0,0,1,1
1885,17,10,144,378,1,82,1,0,0,0,0,0,0
1886,40,34,142,114,3,218,2,0,0,0,0,1,0
1887,34,29,116,253,2,189,1,0,0,0,0,1,0
1888,15,9,21,445,1,7,0,0,0,0,0,1,1
1891,14,6,97,15,2,218,1,15,0,0,0,0,0
1892,8,42,111,345,3,221,1,0,0,0,0,1,1
1893,27,22,125,316,0,148,1,0,0,0,0,1,0
1894,19,13,41,283,1,25,0,59,0,0,0,0,0
1895,28,23,137,187,0,163,1,0,0,0,0,0,1
1896,15,8,81,113,1,60,0,0,0,0,0,1,0
1897,30,22,97,219,0,97,1,1,0,0,0,1,0
1898,20,12,52,67,0,189,0,0,0,0,0,1,0
1899,12,46,29,33,2,164,2,0,1,0,1,1,1
1900,26,20,141,434,0,48,1,61,0,0,0,0,1
1902,5,37,135,316,2,110,1,71,0,0,0,0,0
1903,28,23,111,315,1,218,0,0,0,0,0,0,0
1904,16,9,108,376,3,192,0,0,0,0,0,1,1
1905,8,44,106,93,0,189,0,0,0,0,0,1,0
1906,21,13,26,138,0,2,0,0,0,0,0,1,0
1907,23,16,52,227,2,224,0,277,1,0,0,0,1
1908,19,13,124,33,0,189,0,0,0,0,0,1,0
1909,18,12,108,172,0,97,1,0,0,0,0,0,0
1910,0,1,117,423,3,191,1,0,0,0,0,1,1
1911,36,30,134,399,1,191,2,0,0,1,0,0,0
1913,24,17,123,456,0,37,1,0,0,0,0,1,0
1914,25,19,106,248,0,155,0,0,0,0,0,0,1
1915,35,30,65,159,1,25,2,0,1,0,0,1,0
1916,35,31,105,163,3,164,0,0,0,0,0,0,0
1917,31,25,138,338,1,63,0,45,0,0,0,1,0
1918,26,20,104,36,3,225,1,58,0,0,1,1,1
1919,40,35,34,203,0,4,0,0,0,0,0,1,0
1920,39,34,70,138,0,4,1,28,0,0,0,0,0
1921,22,14,135,72,0,189,0,121,0,0,0,1,1
1922,16,8,126,337,2,192,0,148,0,0,0,1,0
1924,35,31,131,1,3,221,0,0,0,0,0,1,0
1925,33,27,115,50,1,146,0,0,0,1,0,0,0
1926,6,42,102,466,0,253,2,0,0,0,0,1,0
1927,10,46,110,241,0,116,2,34,0,0,0,0,0
1928,32,25,138,242,2,127,1,48,0,0,0,0,0
1929,33,28,132,307,3,172,0,0,0,0,0,1,0
1930,13,7,136,166,2,63,1,66,0,0,0,1,0
1931,30,25,18,432,0,99,0,0,0,0,0,0,0
1932,34,28,53,342,1,62,0,0,0,0,0,0,0
1933,12,46,4,402,1,8,2,0,0,0,0,1,0
1935,20,13,114,95,0,163,2,0,0,0,0,1,0
1936,31,25,118,172,1,44,2,43,0,0,0,1,0
1937,6,26,119,42,0,53,0,0,0,0,0,0,0
1938,16,9,152,439,1,215,0,0,0,0,0,1,0
1939,9,45,97,343,3,177,1,0,0,0,0,1,1
1940,28,23,0,159,1,242,0,333,0,0,0,0,0
1941,27,21,110,430,0,0,1,21,0,0,0,0,1
1942,31,25,119,209,1,41,2,342,0,0,0,1,1
1943,15,7,104,120,1,231,2,0,0,0,0,0,1
1944,9,44,147,316,0,195,1,141,0,0,1,1,1
1946,39,34,147,288,0,125,2,206,0,0,0,1,0
1947,34,30,100,321,0,215,1,0,0,0,0,0,0
1948,24,19,106,175,3,128,0,57,0,0,0,1,1
1949,28,21,108,445,2,189,2,12,0,0,0,1,0
1950,31,23,85,246,1,17,1,292,1,0,0,0,0
1951,3,4,129,267,3,24,0,20,0,0,0,0,0
1952,14,6,97,261,2,146,1,0,0,0,0,1,1
1953,4,3,112,89,3,97,2,0,0,0,0,1,0
1954,40,35,120,267,1,163,0,106,0,0,0,0,0
1955,39,33,109,321,1,221,2,0,0,1,0,0,1
1957,36,30,132,431,2,145,1,0,0,0,0,0,0
1958,9,44,119,286,2,37,0,0,0,0,0,1,0
1959,12,45,116,394,3,218,1,93,0,0,0,0,1
1960,33,28,133,252,1,189,0,0,0,0,0,1,0
1961,32,28,27,267,3,197,0,0,0,0,0,1,0
1962,8,42,149,93,0,23,2,6,0,0,0,0,1
1963,31,25,102,148,3,0,1,2,0,0,0,1,0
1964,35,29,7,403,2,126,0,0,0,0,0,1,0
1965,25,20,127,50,0,221,0,45,0,0,0,1,0
1966,25,18,57,445,0,144,0,257,0,0,0,1,0
1968,10,46,74,93,1,37,2,314,1,0,0,1,0
1969,13,43,135,7,3,173,2,0,0,0,0,1,0
1970,18,11,15,177,0,7,0,0,0,0,0,0,0
1971,32,28,28,195,3,162,0,0,1,0,0,0,1
1972,40,34,76,318,1,191,1,237,1,0,0,1,0
1973,30,25,16,285,1,227,0,0,0,0,0,1,0
1974,15,8,57,393,0,18,0,0,0,0,0,0,0
1975,23,16,37,241,1,29,0,248,0,0,0,1,1
1976,36,30,155,304,1,38,1,0,0,0,0,1,1
1977,33,28,129,195,3,167,2,0,0,0,0,1,1
1979,36,32,60,428,3,218,1,0,1,0,0,1,0
1980,16,8,135,60,2,224,1,0,0,0,0,0,0
1981,24,17,97,140,0,192,0,5,0,0,0,0,0
1982,24,18,123,205,0,221,0,114,0,0,0,0,0
1983,30,22,101,161,1,37,1,0,0,0,1,1,1
1984,13,46,15,120,3,189,1,0,1,0,0,0,0
1985,11,46,105,187,3,144,2,332,0,1,1,1,1
1986,13,5,148,361,0,189,2,0,0,0,0,0,1
1987,37,31,48,217,1,162,0,0,0,0,0,0,0
1988,22,16,104,459,0,112,0,0,0,0,0,1,0
1990,4,26,108,27,0,215,2,0,0,0,0,1,1
1991,24,18,116,447,0,97,2,0,0,0,0,1,1
1992,21,16,73,366,1,163,0,0,0,0,0,0,0
1993,31,27,116,430,2,44,0,18,0,0,0,1,0
1994,34,30,21,312,1,13,0,54,0,1,1,1,1
1995,29,22,109,334,3,163,0,0,0,0,0,1,0
1996,28,21,155,184,0,86,2,0,0,0,0,0,0
1997,34,29,104,276,1,4,1,0,0,0,0,0,0
1998,42,36,123,352,0,23,2,0,0,0,0,1,0
1999,35,30,102,367,0,59,2,0,0,0,0,1,0
2002,41,36,150,367,3,23,1,101,0,0,0,1,0
2003,29,22,102,264,1,221,1,337,0,0,0,1,1
2004,35,31,113,75,3,163,0,78,0,0,0,1,0
2005,29,18,50,64,0,172,2,0,1,1,1,1,0
2006,20,13,113,219,0,0,2,0,0,0,0,1,0
2007,33,29,107,387,2,35,0,0,0,0,0,0,0
2008,14,7,73,325,2,262,2,0,1,0,0,1,0
2009,30,23,127,67,1,294,2,0,0,0,0,1,0
2010,4,15,26,2,1,23,0,0,0,1,0,0,0
2011,30,23,109,343,2,4,2,37,0,0,0,1,0
2013,19,11,76,361,2,93,1,0,1,1,1,1,1
2014,35,31,117,267,3,95,1,102,0,0,0,0,0
2015,13,7,130,284,3,7,1,46,0,0,0,0,0
2016,30,24,74,460,2,212,2,289,1,0,1,1,1
2017,25,18,36,314,1,276,2,0,0,0,0,1,0
2018,31,24,123,270,0,37,2,0,0,0,0,1,1
2019,3,4,118,274,2,126,2,70,0,0,0,0,0
2020,27,22,25,215,1,191,0,0,0,0,0,1,0
2021,8,44,6,277,0,97,0,221,0,0,0,1,0
2022,12,46,112,267,2,218,0,0,0,0,0,1,1
2024,40,34,0,34,1,4,0,0,0,0,0,1,0
2025,6,37,3,39,1,35,0,197,0,0,0,0,0
2026,34,29,105,310,2,225,1,0,0,0,0,1,0
2027,7,42,104,39,3,37,0,59,0,0,0,1,0
2028,10,44,95,34,0,247,2,0,0,1,0,0,0
2029,39,33,116,225,1,23,0,0,0,0,0,0,0
2030,12,5,118,398,0,53,2,65,0,0,0,1,0
2031,14,6,95,349,2,206,1,0,0,0,0,1,0
2032,14,6,149,42,3,210,1,0,0,0,0,1,1
2033,12,5,132,317,2,25,1,131,0,0,0,1,0
2035,12,46,147,367,0,135,0,39,0,0,0,0,0
2036,36,32,111,430,3,133,0,0,0,0,0,1,0
2037,30,23,117,52,1,60,2,0,0,0,0,1,1
2038,22,17,31,143,3,191,2,0,1,0,1,1,1
2039,23,18,48,2,1,5,0,0,0,0,0,1,0
2040,17,11,18,13,0,13,0,338,0,1,0,0,0
2041,19,11,106,298,2,128,0,50,0,0,0,1,0
2042,2,4,140,287,3,53,0,105,0,0,0,0,0
2043,16,9,124,140,1,18,1,60,0,0,0,0,1
2044,7,43,72,331,2,221,1,0,1,0,1,1,1
2046,35,30,141,14,1,117,2,0,0,0,0,1,0
2047,18,10,159,79,2,224,0,141,0,1,0,0,0
2048,14,6,80,316,3,99,1,308,1,0,1,1,0
2049,13,6,154,365,0,189,0,0,0,0,0,1,0
2050,4,26,88,430,3,191,0,35,0,0,0,1,1
2051,37,31,132,387,2,145,2,0,0,0,0,0,0
2052,39,33,150,6,1,37,2,345,0,0,0,0,0
2053,44,41,6,261,3,167,1,0,0,0,0,1,0
2054,21,13,95,72,0,112,0,0,0,0,0,1,0
2055,1,0,142,367,1,145,1,0,0,0,0,0,0
2057,22,17,52,287,1,42,0,33,0,0,0,1,1
2058,35,31,24,367,0,225,0,120,0,0,0,0,0
2059,38,33,146,424,2,54,1,0,0,0,0,1,0
2060,31,25,74,240,0,144,0,0,0,0,0,1,1
2061,5,26,124,334,3,99,1,0,0,0,0,1,0
2062,26,20,143,277,3,193,2,113,0,0,0,1,0
2063,12,6,110,111,0,42,1,37,0,0,0,1,0
2064,13,5,64,360,3,175,1,189,1,0,0,1,0
2065,11,45,75,241,2,112,0,0,1,0,0,0,0
2066,13,6,52,397,1,195,0,15,0,0,0,1,1
2068,12,6,77,347,0,221,2,178,1,0,0,1,0
2069,4,15,88,399,3,189,2,0,0,0,0,1,0
2070,19,13,128,204,3,191,2,52,0,0,0,0,1
2071,42,36,13,149,3,224,2,0,0,0,0,1,0
2072,6,42,136,239,3,2,0,0,0,0,0,1,1
2073,42,39,149,439,1,162,2,0,0,0,0,1,1
2074,36,30,99,270,1,114,2,0,0,0,0,1,0
2075,23,18,38,33,1,246,0,0,0,1,1,1,1
2076,36,30,10,1,2,25,0,163,0,0,0,1,0
2077,29,22,105,374,3,114,0,0,0,0,0,1,1
2079,37,32,97,199,0,45,0,327,0,0,0,0,0
2080,20,12,155,408,0,98,0,0,0,1,0,0,0
2081,42,36,147,308,3,41,2,153,0,0,0,1,0
2082,27,22,99,193,0,35,0,0,0,0,0,0,0
2083,25,19,109,267,0,225,0,0,0,1,0,1,0
2084,26,21,14,105,0,23,2,0,1,0,0,1,0
2085,35,30,70,319,2,62,1,0,0,0,0,1,1
2086,1,1,145,82,1,4,2,139,0,0,0,0,0
2087,35,29,140,443,1,144,2,0,0,0,0,0,1
2088,22,14,21,345,3,110,1,0,1,0,0,1,0
2090,19,10,139,332,2,162,1,0,0,0,0,0,0
2091,41,38,112,461,1,162,0,0,0,0,0,1,0
2092,26,21,125,151,3,218,2,0,0,0,0,1,0
2093,32,28,135,33,0,63,1,0,0,1,0,0,1
2094,17,9,156,7,3,132,1,0,0,0,0,1,0
2095,5,15,118,267,3,177,2,0,0,0,0,1,1
2096,34,28,13,114,3,97,2,217,1,0,0,1,0
2097,27,21,126,266,0,126,1,0,0,0,0,1,0
2098,17,11,8,277,1,54,0,0,0,0,0,1,0
2099,32,24,111,331,2,192,1,0,0,0,0,1,1
2101,30,25,107,346,2,173,1,45,0,0,0,0,0
2102,25,20,70,315,3,162,0,0,0,0,0,1,1
2103,36,30,131,19,0,172,0,0,0,0,0,1,1
2104,35,29,115,148,0,37,1,0,0,0,0,1,0
2105,15,9,136,275,3,260,2,0,0,0,0,1,0
2106,26,21,79,332,0,277,2,0,0,0,0,0,0
2107,37,33,111,321,3,25,1,41,0,0,0,1,0
2108,31,24,146,367,2,221,0,0,0,0,0,0,0
2109,5,15,108,169,3,218,2,0,0,0,0,0,0
2110,4,4,37,114,0,173,1,76,1,1,1,1,0
2113,19,13,14,316,0,218,0,0,0,0,0,0,0
2114,29,24,125,93,1,189,2,52,0,0,0,0,0
2115,31,27,95,418,0,145,1,323,0,0,0,1,0
2116,33,27,120,275,3,110,1,0,0,1,0,1,0
2117,35,31,113,453,2,97,0,0,0,0,0,1,1
2118,33,29,80,12,2,25,0,0,1,0,1,1,0
2119,41,38,144,296,1,243,2,0,0,0,0,1,0
2120,12,45,125,227,1,7,1,0,0,0,0,1,0
2121,22,16,112,119,1,112,0,0,0,0,0,0,1
2122,34,29,97,430,2,25,1,0,0,0,0,1,0
2124,12,45,116,345,1,180,1,0,0,1,0,0,1
2125,23,18,3,393,2,200,2,0,1,0,0,1,0
2126,7,37,124,235,3,37,2,136,0,0,0,1,0
2127,21,16,28,48,3,97,1,0,1,0,0,0,0
2128,16,7,141,321,2,191,1,0,0,0,0,1,1
2129,19,13,114,456,1,224,0,0,0,0,0,1,0
2130,11,46,31,155,0,144,0,0,0,0,0,1,0
2131,23,16,112,140,0,224,1,0,0,0,0,1,0
2132,32,28,108,316,2,218,0,2,0,0,0,1,0
2133,5,26,39,263,0,221,0,0,0,0,0,1,0
2135,12,5,132,331,2,238,0,0,0,0,1,1,1
2136,37,32,116,367,1,110,2,71,0,0,0,1,0
2137,27,20,159,106,0,163,0,161,0,0,0,1,0
2138,29,22,119,3,0,98,2,0,0,0,0,1,0
2139,28,23,18,74,1,235,0,0,0,0,0,0,0
2140,28,22,160,7,0,54,2,0,0,0,0,1,1
2141,36,32,114,114,3,164,0,0,0,0,0,1,0
2142,30,24,116,167,1,9,2,0,0,0,0,1,1
2143,20,12,23,302,0,16,0,0,0,0,0,0,0
2144,8,43,67,383,1,144,0,0,0,0,0,1,0
2146,9,43,97,282,3,231,0,0,0,0,0,0,0
2147,18,12,142,456,3,163,0,346,0,0,0,1,0
2148,8,37,124,116,1,191,1,10,0,0,0,0,1
2149,18,11,50,184,0,224,0,0,0,0,0,0,1
2150,24,18,114,446,2,162,1,0,0,0,0,1,0
2151,14,8,85,119,1,191,0,321,0,0,0,1,0
2152,30,19,145,234,0,98,2,0,0,0,0,1,1
2153,26,18,146,312,2,191,1,0,0,0,0,1,0
2154,39,33,152,275,1,45,0,0,0,0,0,1,1
2155,10,46,129,267,2,112,1,0,0,0,0,1,0
2157,31,20,101,4,3,126,2,0,0,0,0,0,1
2158,4,26,115,39,2,192,1,64,0,0,0,1,0
2159,37,32,21,188,0,59,0,232,0,0,0,0,0
2160,6,42,54,52,0,8,0,252,0,0,0,1,0
2161,33,29,148,93,3,154,1,0,0,0,0,0,0
2162,32,27,143,172,1,111,2,0,0,0,0,0,0
2163,22,14,104,316,2,63,1,0,0,0,0,1,1
2164,10,46,42,296,0,163,0,279,0,0,0,1,0
2165,22,17,47,7,1,162,0,218,0,0,0,0,0
2166,21,13,36,367,1,162,2,345,0,0,0,0,1
2168,14,6,79,397,2,110,1,0,0,0,0,1,0
2169,19,11,125,446,0,195,2,36,0,0,0,1,0
2170,3,15,30,367,1,7,2,0,1,0,0,0,1
2171,10,45,73,284,0,127,0,0,0,0,0,0,0
2172,38,33,142,95,2,98,0,0,0,0,0,1,1
2173,8,44,114,448,0,136,1,0,0,0,0,1,1
2174,31,25,116,427,1,48,2,88,0,0,0,1,0
2175,39,35,85,85,3,257,2,301,1,0,1,1,1
2176,38,33,123,213,2,280,1,0,0,0,0,1,0
2177,43,39,133,189,2,37,0,0,0,0,0,0,0
2179,15,7,115,316,3,125,0,0,0,0,0,0,0
2180,32,25,110,15,3,112,2,0,0,0,0,0,1
2181,37,33,120,436,0,189,2,0,0,0,0,1,0
2182,0,1,146,114,1,224,1,0,0,0,0,0,0
2183,6,26,113,344,0,164,2,0,0,0,0,1,1
2184,12,5,139,267,2,172,0,0,0,0,0,1,0
2185,30,23,105,109,1,189,2,5,0,0,0,0,1
2186,9,44,149,93,2,146,1,0,0,0,0,1,1
2187,15,9,159,295,1,112,0,0,0,0,0,1,1
2188,21,13,56,72,3,60,0,195,1,0,0,0,0
2190,20,13,128,393,1,163,2,16,0,0,0,0,0
2191,31,27,20,393,1,60,2,0,1,1,0,0,0
2192,29,21,115,105,2,193,1,66,0,0,1,1,1
2193,8,44,110,172,0,131,1,83,0,0,1,1,1
2194,24,18,147,147,0,103,0,173,0,0,0,1,0
2195,19,13,122,385,3,54,0,0,0,0,0,1,0
2196,34,30,115,75,2,148,0,69,0,0,0,0,1
2197,10,45,147,437,0,51,1,0,0,1,1,1,1
2198,12,5,55,295,0,228,0,0,0,1,0,1,0
2199,33,27,100,334,1,233,1,0,0,0,0,1,0
2201,34,29,3,35,0,63,0,0,0,0,0,1,0
2202,2,0,123,316,2,163,1,0,0,0,0,0,0
2203,30,24,150,140,0,62,0,0,0,0,0,0,0
2204,36,30,11,402,2,13,0,0,0,0,0,1,0
2205,33,29,154,397,1,188,0,0,0,0,0,1,1
2206,31,24,158,212,1,187,0,89,0,0,0,0,0
2207,25,19,131,350,3,41,2,0,0,0,0,0,0
2208,32,27,49,316,1,44,1,0,1,1,1,1,0
2209,10,44,111,140,1,23,2,0,0,0,0,0,0
2210,23,17,94,439,1,100,0,82,0,1,0,1,0
