A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,class
b,'(-inf-38.96]','(-inf-4.2075]',u,g,d,v,'(-inf-1.02]',f,f,'(-inf-0.5]',t,s,'(-inf-105]','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',u,g,i,v,'(-inf-1.02]',f,f,'(-inf-0.5]',t,g,'(105-inf)','(-inf-492]',n
a,'(-inf-38.96]','(-inf-4.2075]',u,g,aa,v,'(-inf-1.02]',f,t,'(0.5-2.5]',t,g,'(105-inf)','(-inf-492]',n
b,'(38.96-inf)','(-inf-4.2075]',u,g,d,v,'(-inf-1.02]',f,f,'(-inf-0.5]',f,g,'(105-inf)','(-inf-492]',n
a,'(-inf-38.96]','(-inf-4.2075]',u,g,q,v,'(-inf-1.02]',f,f,'(-inf-0.5]',t,g,'(105-inf)','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',u,g,d,v,'(-inf-1.02]',f,f,'(-inf-0.5]',t,g,'(105-inf)','(-inf-492]',n
a,'(-inf-38.96]','(4.2075-inf)',u,g,ff,ff,'(-inf-1.02]',f,f,'(-inf-0.5]',f,g,'(105-inf)','(-inf-492]',n
a,'(-inf-38.96]','(4.2075-inf)',u,g,k,v,'(1.02-inf)',f,f,'(-inf-0.5]',t,s,'(-inf-105]','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',u,g,ff,ff,'(-inf-1.02]',f,f,'(-inf-0.5]',t,g,'(-inf-105]','(492-inf)',n
b,'(-inf-38.96]','(-inf-4.2075]',u,g,k,ff,'(-inf-1.02]',f,f,'(-inf-0.5]',f,g,'(-inf-105]','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',y,p,k,v,'(-inf-1.02]',f,f,'(-inf-0.5]',f,s,'(105-inf)','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',u,g,e,dd,'(-inf-1.02]',f,t,'(0.5-2.5]',f,g,'(105-inf)','(492-inf)',n
b,'(38.96-inf)','(-inf-4.2075]',u,g,m,v,'(1.02-inf)',f,t,'(0.5-2.5]',t,g,'(105-inf)','(-inf-492]',n
a,'(-inf-38.96]','(4.2075-inf)',u,g,aa,v,'(-inf-1.02]',f,f,'(-inf-0.5]',f,g,'(105-inf)','(492-inf)',n
b,'(38.96-inf)','(-inf-4.2075]',y,p,m,v,'(-inf-1.02]',f,f,'(-inf-0.5]',f,s,'(105-inf)','(-inf-492]',n
a,'(-inf-38.96]','(4.2075-inf)',y,p,k,h,'(1.02-inf)',f,f,'(-inf-0.5]',t,g,'(-inf-105]','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',y,p,r,n,'(-inf-1.02]',f,f,'(-inf-0.5]',t,g,'(105-inf)','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',y,p,w,v,'(1.02-inf)',f,f,'(-inf-0.5]',t,g,'(105-inf)','(-inf-492]',n
b,'(-inf-38.96]','(4.2075-inf)',u,g,e,dd,'(-inf-1.02]',f,f,'(-inf-0.5]',t,g,'(105-inf)','(492-inf)',n
a,'(38.96-inf)','(4.2075-inf)',u,g,k,h,'(-inf-1.02]',f,f,'(-inf-0.5]',t,s,'(105-inf)','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',u,g,w,v,'(-inf-1.02]',f,f,'(-inf-0.5]',f,g,'(-inf-105]','(-inf-492]',n
missing,'(-inf-38.96]','(-inf-4.2075]',u,g,aa,v,'(-inf-1.02]',f,f,'(-inf-0.5]',f,g,'(105-inf)','(492-inf)',n
a,'(-inf-38.96]','(-inf-4.2075]',y,p,e,dd,'(-inf-1.02]',f,f,'(-inf-0.5]',f,g,'(105-inf)','(-inf-492]',n
b,'(-inf-38.96]','(4.2075-inf)',u,g,d,v,'(-inf-1.02]',f,f,'(-inf-0.5]',f,g,'(-inf-105]','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',y,p,c,v,'(1.02-inf)',f,f,'(-inf-0.5]',t,s,'(105-inf)','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',u,g,i,bb,'(-inf-1.02]',f,f,'(-inf-0.5]',t,g,'(105-inf)','(492-inf)',n
b,'(-inf-38.96]','(-inf-4.2075]',u,g,i,bb,'(1.02-inf)',f,f,'(-inf-0.5]',t,s,'(105-inf)','(-inf-492]',n
b,'(38.96-inf)','(4.2075-inf)',u,g,i,bb,'(1.02-inf)',f,f,'(-inf-0.5]',t,g,'(105-inf)','(-inf-492]',n
a,'(-inf-38.96]','(4.2075-inf)',u,g,c,v,'(-inf-1.02]',f,f,'(-inf-0.5]',f,g,'(105-inf)','(-inf-492]',n
a,'(-inf-38.96]','(-inf-4.2075]',y,p,i,bb,'(1.02-inf)',f,f,'(-inf-0.5]',f,g,'(105-inf)','(-inf-492]',n
a,'(38.96-inf)','(4.2075-inf)',y,p,ff,ff,'(1.02-inf)',f,f,'(-inf-0.5]',t,g,'(-inf-105]','(-inf-492]',n
b,'(-inf-38.96]','(4.2075-inf)',u,g,k,v,'(1.02-inf)',f,f,'(-inf-0.5]',t,g,'(-inf-105]','(492-inf)',n
b,'(-inf-38.96]','(4.2075-inf)',y,p,c,v,'(1.02-inf)',f,f,'(-inf-0.5]',t,g,'(-inf-105]','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',y,p,aa,v,'(-inf-1.02]',f,f,'(-inf-0.5]',t,g,'(105-inf)','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',u,g,c,v,'(-inf-1.02]',f,f,'(-inf-0.5]',t,s,'(-inf-105]','(-inf-492]',n
b,'(-inf-38.96]','(4.2075-inf)',u,g,i,bb,'(-inf-1.02]',f,f,'(-inf-0.5]',t,g,'(105-inf)','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',u,g,m,v,'(-inf-1.02]',f,f,'(-inf-0.5]',f,s,'(-inf-105]','(-inf-492]',n
b,'(-inf-38.96]','(4.2075-inf)',u,g,e,v,'(-inf-1.02]',f,f,'(-inf-0.5]',f,g,'(105-inf)','(-inf-492]',n
b,'(38.96-inf)','(4.2075-inf)',u,g,i,bb,'(-inf-1.02]',f,f,'(-inf-0.5]',f,g,'(105-inf)','(-inf-492]',n
b,'(-inf-38.96]','(4.2075-inf)',u,g,aa,bb,'(-inf-1.02]',f,f,'(-inf-0.5]',t,g,'(105-inf)','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',u,g,m,v,'(-inf-1.02]',f,f,'(-inf-0.5]',t,g,'(105-inf)','(-inf-492]',n
b,'(38.96-inf)','(-inf-4.2075]',y,p,w,v,'(-inf-1.02]',f,f,'(-inf-0.5]',f,g,'(-inf-105]','(-inf-492]',n
a,'(-inf-38.96]','(-inf-4.2075]',u,g,d,v,'(-inf-1.02]',f,f,'(-inf-0.5]',t,g,'(-inf-105]','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',y,p,x,h,'(-inf-1.02]',f,f,'(-inf-0.5]',f,g,'(105-inf)','(-inf-492]',n
a,'(-inf-38.96]','(-inf-4.2075]',y,p,ff,ff,'(-inf-1.02]',f,f,'(-inf-0.5]',f,g,'(105-inf)','(-inf-492]',n
b,'(-inf-38.96]','(4.2075-inf)',y,p,k,h,'(1.02-inf)',f,f,'(-inf-0.5]',t,g,'(-inf-105]','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',u,g,c,v,'(-inf-1.02]',f,f,'(-inf-0.5]',f,g,'(105-inf)','(-inf-492]',n
b,'(-inf-38.96]','(4.2075-inf)',y,p,j,v,'(-inf-1.02]',f,f,'(-inf-0.5]',f,g,'(105-inf)','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',u,g,c,v,'(-inf-1.02]',f,f,'(-inf-0.5]',f,g,'(105-inf)','(-inf-492]',n
a,'(38.96-inf)','(4.2075-inf)',u,g,i,bb,'(1.02-inf)',f,f,'(-inf-0.5]',t,g,'(-inf-105]','(-inf-492]',n
a,'(-inf-38.96]','(-inf-4.2075]',u,g,q,v,'(-inf-1.02]',f,f,'(-inf-0.5]',f,s,'(105-inf)','(-inf-492]',n
b,'(-inf-38.96]','(4.2075-inf)',y,p,i,bb,'(1.02-inf)',f,f,'(-inf-0.5]',t,g,'(105-inf)','(-inf-492]',n
a,'(38.96-inf)','(4.2075-inf)',u,g,ff,ff,'(-inf-1.02]',f,f,'(-inf-0.5]',f,s,'(-inf-105]','(-inf-492]',n
a,'(38.96-inf)','(4.2075-inf)',y,p,k,v,'(-inf-1.02]',f,t,'(0.5-2.5]',f,g,missing,'(-inf-492]',n
a,'(-inf-38.96]','(-inf-4.2075]',y,p,c,v,'(-inf-1.02]',f,t,'(0.5-2.5]',f,g,'(105-inf)','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',u,g,w,v,'(-inf-1.02]',f,t,'(0.5-2.5]',f,g,'(-inf-105]','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',u,g,q,v,'(-inf-1.02]',f,t,'(2.5-inf)',f,g,'(105-inf)','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',u,g,ff,ff,'(-inf-1.02]',f,t,'(2.5-inf)',f,g,'(105-inf)','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',u,g,c,v,'(1.02-inf)',f,t,'(0.5-2.5]',f,g,'(-inf-105]','(-inf-492]',n
a,'(-inf-38.96]','(-inf-4.2075]',u,g,i,v,'(-inf-1.02]',f,f,'(-inf-0.5]',f,g,'(105-inf)','(-inf-492]',n
b,'(38.96-inf)','(-inf-4.2075]',u,g,i,bb,'(-inf-1.02]',f,f,'(-inf-0.5]',f,s,'(105-inf)','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',u,g,k,v,'(-inf-1.02]',f,f,'(-inf-0.5]',t,g,'(105-inf)','(-inf-492]',n
a,'(-inf-38.96]','(-inf-4.2075]',y,p,ff,ff,'(1.02-inf)',f,f,'(-inf-0.5]',f,g,'(105-inf)','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',y,p,k,v,'(-inf-1.02]',f,f,'(-inf-0.5]',f,g,'(105-inf)','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',u,g,c,v,'(-inf-1.02]',f,f,'(-inf-0.5]',t,g,'(105-inf)','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',u,g,c,v,'(-inf-1.02]',f,t,'(0.5-2.5]',f,g,'(105-inf)','(492-inf)',n
a,'(-inf-38.96]','(-inf-4.2075]',y,p,ff,ff,'(-inf-1.02]',f,f,'(-inf-0.5]',t,g,'(105-inf)','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',u,g,i,v,'(-inf-1.02]',f,f,'(-inf-0.5]',t,g,'(105-inf)','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',u,g,q,v,'(1.02-inf)',f,f,'(-inf-0.5]',f,g,'(105-inf)','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',u,g,w,v,'(1.02-inf)',f,f,'(-inf-0.5]',f,g,'(105-inf)','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',u,g,cc,v,'(1.02-inf)',f,f,'(-inf-0.5]',f,g,'(-inf-105]','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',u,g,c,v,'(1.02-inf)',f,f,'(-inf-0.5]',f,p,'(105-inf)','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',u,g,c,v,'(-inf-1.02]',f,f,'(-inf-0.5]',f,g,'(105-inf)','(-inf-492]',n
a,'(-inf-38.96]','(-inf-4.2075]',u,g,w,v,'(-inf-1.02]',f,f,'(-inf-0.5]',t,g,'(105-inf)','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',u,g,e,v,'(-inf-1.02]',f,f,'(-inf-0.5]',f,g,'(105-inf)','(-inf-492]',n
b,'(38.96-inf)','(-inf-4.2075]',u,g,ff,ff,'(-inf-1.02]',f,f,'(-inf-0.5]',f,g,'(105-inf)','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',y,p,cc,v,'(-inf-1.02]',f,f,'(-inf-0.5]',f,g,'(105-inf)','(-inf-492]',n
b,'(38.96-inf)','(-inf-4.2075]',y,p,ff,ff,'(1.02-inf)',f,f,'(-inf-0.5]',f,g,'(105-inf)','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',y,p,c,v,'(-inf-1.02]',f,f,'(-inf-0.5]',f,g,'(105-inf)','(492-inf)',n
b,'(-inf-38.96]','(-inf-4.2075]',u,g,k,v,'(-inf-1.02]',f,f,'(-inf-0.5]',t,g,'(105-inf)','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',u,g,aa,v,'(-inf-1.02]',f,f,'(-inf-0.5]',f,g,'(105-inf)','(-inf-492]',n
b,'(38.96-inf)','(-inf-4.2075]',u,g,c,v,'(1.02-inf)',f,f,'(-inf-0.5]',t,g,'(105-inf)','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',y,p,ff,ff,'(-inf-1.02]',f,t,'(2.5-inf)',f,g,'(-inf-105]','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',u,g,ff,ff,'(-inf-1.02]',f,t,'(2.5-inf)',f,g,'(105-inf)','(492-inf)',n
a,'(38.96-inf)','(-inf-4.2075]',u,g,ff,ff,'(-inf-1.02]',f,f,'(-inf-0.5]',t,s,'(-inf-105]','(-inf-492]',n
a,'(-inf-38.96]','(-inf-4.2075]',u,g,ff,ff,'(-inf-1.02]',f,t,'(0.5-2.5]',f,g,'(-inf-105]','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',u,g,k,v,'(-inf-1.02]',f,t,'(0.5-2.5]',t,g,'(105-inf)','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',u,g,k,v,'(-inf-1.02]',f,t,'(2.5-inf)',f,s,'(-inf-105]','(-inf-492]',n
b,'(38.96-inf)','(4.2075-inf)',u,g,ff,ff,'(-inf-1.02]',f,t,'(0.5-2.5]',f,g,'(-inf-105]','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',y,p,m,v,'(-inf-1.02]',f,f,'(-inf-0.5]',t,s,'(-inf-105]','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',u,g,k,v,'(-inf-1.02]',f,f,'(-inf-0.5]',t,g,'(105-inf)','(-inf-492]',n
a,'(-inf-38.96]','(-inf-4.2075]',y,p,j,ff,'(-inf-1.02]',f,f,'(-inf-0.5]',f,g,'(-inf-105]','(-inf-492]',n
a,missing,'(4.2075-inf)',u,g,ff,ff,'(-inf-1.02]',f,f,'(-inf-0.5]',f,g,missing,'(492-inf)',n
b,'(-inf-38.96]','(-inf-4.2075]',u,g,c,v,'(-inf-1.02]',f,f,'(-inf-0.5]',f,g,'(105-inf)','(-inf-492]',n
a,'(-inf-38.96]','(-inf-4.2075]',u,g,ff,ff,'(-inf-1.02]',f,f,'(-inf-0.5]',f,g,'(105-inf)','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',u,g,ff,ff,'(-inf-1.02]',f,t,'(0.5-2.5]',f,g,'(-inf-105]','(-inf-492]',n
b,'(-inf-38.96]','(4.2075-inf)',u,g,c,v,'(-inf-1.02]',f,f,'(-inf-0.5]',f,g,'(-inf-105]','(-inf-492]',n
b,missing,'(-inf-4.2075]',y,p,i,bb,'(1.02-inf)',f,f,'(-inf-0.5]',f,g,'(-inf-105]','(-inf-492]',n
b,'(38.96-inf)','(-inf-4.2075]',u,g,c,v,'(1.02-inf)',f,f,'(-inf-0.5]',f,g,'(-inf-105]','(-inf-492]',n
b,'(-inf-38.96]','(4.2075-inf)',u,g,q,v,'(1.02-inf)',f,f,'(-inf-0.5]',f,g,'(105-inf)','(-inf-492]',n
missing,'(-inf-38.96]','(-inf-4.2075]',u,g,w,v,'(-inf-1.02]',f,f,'(-inf-0.5]',t,g,'(105-inf)','(-inf-492]',n
b,'(38.96-inf)','(-inf-4.2075]',u,g,d,v,'(1.02-inf)',f,f,'(-inf-0.5]',t,g,'(-inf-105]','(-inf-492]',n
b,'(-inf-38.96]','(4.2075-inf)',u,g,w,v,'(-inf-1.02]',f,f,'(-inf-0.5]',f,g,'(105-inf)','(492-inf)',n
b,'(-inf-38.96]','(-inf-4.2075]',missing,missing,missing,missing,'(-inf-1.02]',f,f,'(-inf-0.5]',f,p,missing,'(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',y,p,c,v,'(-inf-1.02]',f,f,'(-inf-0.5]',f,g,'(105-inf)','(-inf-492]',n
b,'(-inf-38.96]','(4.2075-inf)',u,g,i,bb,'(1.02-inf)',f,f,'(-inf-0.5]',f,g,'(105-inf)','(492-inf)',n
b,'(-inf-38.96]','(-inf-4.2075]',y,p,c,v,'(1.02-inf)',f,f,'(-inf-0.5]',t,g,'(105-inf)','(-inf-492]',n
a,'(-inf-38.96]','(-inf-4.2075]',y,p,c,v,'(-inf-1.02]',f,f,'(-inf-0.5]',f,g,'(105-inf)','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',u,g,m,v,'(-inf-1.02]',f,t,'(2.5-inf)',f,g,'(105-inf)','(492-inf)',n
b,'(-inf-38.96]','(-inf-4.2075]',u,g,c,v,'(-inf-1.02]',f,f,'(-inf-0.5]',f,g,'(105-inf)','(-inf-492]',n
a,'(-inf-38.96]','(-inf-4.2075]',u,g,ff,ff,'(-inf-1.02]',f,t,'(2.5-inf)',f,g,'(105-inf)','(-inf-492]',n
a,'(-inf-38.96]','(-inf-4.2075]',u,g,j,j,'(-inf-1.02]',f,t,'(0.5-2.5]',f,g,'(105-inf)','(-inf-492]',n
a,'(-inf-38.96]','(-inf-4.2075]',u,g,m,v,'(1.02-inf)',f,t,'(0.5-2.5]',t,g,'(105-inf)','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',u,g,c,v,'(1.02-inf)',f,t,'(0.5-2.5]',t,g,'(105-inf)','(-inf-492]',n
a,'(-inf-38.96]','(-inf-4.2075]',u,g,w,h,'(-inf-1.02]',f,t,'(2.5-inf)',f,g,'(-inf-105]','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',u,g,k,v,'(-inf-1.02]',f,f,'(-inf-0.5]',f,g,'(105-inf)','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',u,g,i,h,'(-inf-1.02]',f,f,'(-inf-0.5]',t,g,'(105-inf)','(-inf-492]',n
a,'(-inf-38.96]','(4.2075-inf)',u,g,k,h,'(-inf-1.02]',f,f,'(-inf-0.5]',f,g,'(105-inf)','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',y,p,i,h,'(-inf-1.02]',f,f,'(-inf-0.5]',f,g,'(105-inf)','(-inf-492]',n
b,'(-inf-38.96]','(4.2075-inf)',u,g,i,v,'(-inf-1.02]',f,f,'(-inf-0.5]',f,g,'(-inf-105]','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',y,p,i,v,'(-inf-1.02]',f,f,'(-inf-0.5]',t,g,'(105-inf)','(492-inf)',n
b,'(-inf-38.96]','(-inf-4.2075]',u,g,c,v,'(-inf-1.02]',f,f,'(-inf-0.5]',f,g,'(-inf-105]','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',u,g,d,v,'(-inf-1.02]',f,f,'(-inf-0.5]',t,g,'(-inf-105]','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',u,g,i,h,'(-inf-1.02]',f,f,'(-inf-0.5]',t,g,'(105-inf)','(-inf-492]',n
b,'(38.96-inf)','(-inf-4.2075]',y,p,i,h,'(1.02-inf)',f,f,'(-inf-0.5]',t,s,'(105-inf)','(-inf-492]',n
b,'(-inf-38.96]','(4.2075-inf)',u,g,i,v,'(-inf-1.02]',f,f,'(-inf-0.5]',f,g,'(-inf-105]','(-inf-492]',n
missing,'(-inf-38.96]','(-inf-4.2075]',y,p,missing,missing,'(-inf-1.02]',f,f,'(-inf-0.5]',f,s,'(-inf-105]','(-inf-492]',n
a,'(-inf-38.96]','(-inf-4.2075]',u,g,i,v,'(-inf-1.02]',f,t,'(2.5-inf)',t,g,'(105-inf)','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',y,p,k,v,'(-inf-1.02]',f,t,'(0.5-2.5]',t,g,'(105-inf)','(-inf-492]',n
a,'(-inf-38.96]','(4.2075-inf)',u,g,aa,v,'(1.02-inf)',f,t,'(2.5-inf)',t,g,'(-inf-105]','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',y,p,c,v,'(-inf-1.02]',f,t,'(0.5-2.5]',f,g,'(105-inf)','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',u,g,m,v,'(1.02-inf)',f,f,'(-inf-0.5]',f,s,'(-inf-105]','(-inf-492]',n
b,'(38.96-inf)','(4.2075-inf)',y,p,ff,ff,'(-inf-1.02]',f,t,'(0.5-2.5]',f,g,'(-inf-105]','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',y,p,k,v,'(-inf-1.02]',f,f,'(-inf-0.5]',f,g,'(105-inf)','(492-inf)',n
b,'(-inf-38.96]','(4.2075-inf)',y,p,aa,v,'(-inf-1.02]',f,f,'(-inf-0.5]',t,g,'(105-inf)','(-inf-492]',n
b,'(-inf-38.96]','(-inf-4.2075]',y,p,ff,ff,'(-inf-1.02]',f,f,'(-inf-0.5]',t,g,'(105-inf)','(-inf-492]',n
missing,'(38.96-inf)','(-inf-4.2075]',u,g,q,v,'(-inf-1.02]',f,f,'(-inf-0.5]',t,g,'(105-inf)','(-inf-492]',n
a,'(38.96-inf)','(-inf-4.2075]',u,g,q,h,'(1.02-inf)',t,t,'(0.5-2.5]',f,g,'(105-inf)','(492-inf)',y
b,'(-inf-38.96]','(-inf-4.2075]',u,g,q,v,'(1.02-inf)',t,t,'(0.5-2.5]',t,g,'(105-inf)','(492-inf)',y
b,'(38.96-inf)','(4.2075-inf)',u,g,m,v,'(1.02-inf)',t,t,'(2.5-inf)',f,g,'(105-inf)','(492-inf)',y
a,'(-inf-38.96]','(4.2075-inf)',u,g,c,h,'(1.02-inf)',t,f,'(-inf-0.5]',f,g,'(105-inf)','(-inf-492]',y
a,'(-inf-38.96]','(4.2075-inf)',y,p,c,h,'(1.02-inf)',t,f,'(-inf-0.5]',f,g,'(105-inf)','(-inf-492]',y
b,'(-inf-38.96]','(4.2075-inf)',u,g,w,v,'(1.02-inf)',t,f,'(-inf-0.5]',f,g,'(105-inf)','(492-inf)',y
a,'(-inf-38.96]','(-inf-4.2075]',u,g,x,h,'(1.02-inf)',t,f,'(-inf-0.5]',t,g,'(105-inf)','(492-inf)',y
b,'(-inf-38.96]','(4.2075-inf)',u,g,c,v,'(1.02-inf)',t,t,'(2.5-inf)',t,g,'(-inf-105]','(-inf-492]',y
b,'(-inf-38.96]','(-inf-4.2075]',u,g,c,v,'(1.02-inf)',t,t,'(2.5-inf)',t,g,'(105-inf)','(-inf-492]',y
b,'(-inf-38.96]','(4.2075-inf)',u,g,c,v,'(1.02-inf)',t,t,'(2.5-inf)',f,g,'(105-inf)','(492-inf)',y
b,missing,'(-inf-4.2075]',u,g,x,v,'(1.02-inf)',t,t,'(2.5-inf)',t,g,'(105-inf)','(492-inf)',y
b,'(38.96-inf)','(4.2075-inf)',u,g,cc,v,'(1.02-inf)',t,t,'(2.5-inf)',t,g,'(-inf-105]','(-inf-492]',y
a,'(38.96-inf)','(-inf-4.2075]',u,g,ff,ff,'(-inf-1.02]',t,t,'(0.5-2.5]',f,g,'(105-inf)','(-inf-492]',y
b,'(-inf-38.96]','(4.2075-inf)',u,g,x,v,'(1.02-inf)',t,t,'(0.5-2.5]',f,g,'(105-inf)','(-inf-492]',y
a,'(-inf-38.96]','(-inf-4.2075]',u,g,c,v,'(1.02-inf)',t,t,'(0.5-2.5]',t,g,'(105-inf)','(-inf-492]',y
b,'(-inf-38.96]','(4.2075-inf)',u,g,c,v,'(1.02-inf)',t,t,'(2.5-inf)',f,g,'(-inf-105]','(492-inf)',y
a,'(-inf-38.96]','(4.2075-inf)',u,g,aa,v,'(-inf-1.02]',t,t,'(0.5-2.5]',f,g,'(-inf-105]','(492-inf)',y
a,'(-inf-38.96]','(-inf-4.2075]',u,g,q,h,'(1.02-inf)',t,t,'(2.5-inf)',f,g,'(-inf-105]','(492-inf)',y
a,'(-inf-38.96]','(4.2075-inf)',u,g,c,v,'(1.02-inf)',t,t,'(0.5-2.5]',f,g,'(105-inf)','(-inf-492]',y
b,'(-inf-38.96]','(4.2075-inf)',y,p,w,v,'(1.02-inf)',t,t,'(0.5-2.5]',t,g,'(-inf-105]','(-inf-492]',y
b,'(-inf-38.96]','(-inf-4.2075]',y,p,w,v,'(1.02-inf)',t,t,'(0.5-2.5]',t,g,'(105-inf)','(492-inf)',y
a,'(38.96-inf)','(-inf-4.2075]',u,g,j,j,'(-inf-1.02]',t,f,'(-inf-0.5]',f,g,'(-inf-105]','(492-inf)',y
a,'(38.96-inf)','(-inf-4.2075]',u,g,c,v,'(1.02-inf)',t,f,'(-inf-0.5]',f,g,'(-inf-105]','(-inf-492]',y
b,'(-inf-38.96]','(4.2075-inf)',u,g,e,dd,'(-inf-1.02]',t,f,'(-inf-0.5]',f,g,'(-inf-105]','(-inf-492]',y
b,'(-inf-38.96]','(-inf-4.2075]',y,p,c,h,'(1.02-inf)',t,f,'(-inf-0.5]',f,g,'(-inf-105]','(-inf-492]',y
b,missing,'(4.2075-inf)',u,g,x,v,'(1.02-inf)',t,f,'(-inf-0.5]',f,g,'(-inf-105]','(-inf-492]',y
a,'(38.96-inf)','(4.2075-inf)',u,g,aa,v,'(1.02-inf)',t,t,'(2.5-inf)',f,g,'(-inf-105]','(-inf-492]',y
b,'(-inf-38.96]','(-inf-4.2075]',u,g,c,v,'(1.02-inf)',t,t,'(2.5-inf)',t,g,'(105-inf)','(492-inf)',y
a,'(-inf-38.96]','(-inf-4.2075]',u,g,q,v,'(-inf-1.02]',t,t,'(2.5-inf)',f,g,'(-inf-105]','(-inf-492]',y
b,'(38.96-inf)','(-inf-4.2075]',u,g,x,v,'(-inf-1.02]',t,t,'(2.5-inf)',t,g,'(105-inf)','(-inf-492]',y
missing,'(-inf-38.96]','(4.2075-inf)',u,g,k,v,'(1.02-inf)',t,t,'(0.5-2.5]',f,g,'(105-inf)','(-inf-492]',y
a,'(-inf-38.96]','(4.2075-inf)',u,g,e,dd,'(1.02-inf)',t,t,'(2.5-inf)',t,g,'(-inf-105]','(492-inf)',y
b,'(-inf-38.96]','(-inf-4.2075]',u,g,m,v,'(1.02-inf)',t,t,'(0.5-2.5]',f,g,'(105-inf)','(492-inf)',y
a,'(-inf-38.96]','(4.2075-inf)',u,g,q,v,'(1.02-inf)',t,t,'(2.5-inf)',f,g,'(-inf-105]','(492-inf)',n
a,'(-inf-38.96]','(-inf-4.2075]',u,g,q,v,'(1.02-inf)',t,f,'(-inf-0.5]',t,g,'(105-inf)','(-inf-492]',n
b,'(38.96-inf)','(-inf-4.2075]',u,g,c,v,'(1.02-inf)',t,f,'(-inf-0.5]',t,g,'(105-inf)','(-inf-492]',n
b,'(38.96-inf)','(-inf-4.2075]',u,g,k,v,'(-inf-1.02]',t,f,'(-inf-0.5]',f,g,'(105-inf)','(-inf-492]',n
a,'(38.96-inf)','(-inf-4.2075]',u,g,i,bb,'(-inf-1.02]',t,f,'(-inf-0.5]',t,g,'(105-inf)','(492-inf)',n
